Business Name,UBI#,Business Type,Principal Office Address,Registered Agent Name,Status
"CARLSON HOLDINGS INTERNATIONAL, LLC",604 195 160,WA LIMITED LIABILITY COMPANY,"879 J ST, WASHOUGAL, WA, 98671-1146, UNITED STATES",JAKE CARLSON,Administratively Dissolved
"CARLSON HOLDINGS, LLC",602 244 947,WA LIMITED LIABILITY COMPANY,"360 W NICKERSON ST, SEATTLE, WA, 98119-1510, UNITED STATES","WKG, INC.",Delinquent
CARLSON HOME INC,604 521 631,WA PROFIT CORPORATION,"18663 NE WOODINVILLE DUVALL RD, WOODINVILLE, WA, 98072-6119, UNITED STATES",SCOTT CARLSON,Active
"CARLSON HOME RESTORATION, LLC",603 467 934,WA LIMITED LIABILITY COMPANY,"8024 NE LOUGHREY AVE, INDIANOLA, WA, 98342, UNITED STATES",CHRISTAIN CARLSON,Administratively Dissolved
"CARLSON HOMES, INC.",602 965 708,FOREIGN PROFIT CORPORATION,"11703 CEDAR BLUFF AVE, BAKERSFIELD, CA, 93312, UNITED STATES",ARNOLDALLEN,Terminated
CARLSON HOTELS MANAGEMENT CORPORATION,601 013 939,,,,
"CARLSON HOTELS, INC.",602 274 136,,,,
"CARLSON I EAGLEWOOD, LLC",602 454 334,WA LIMITED LIABILITY COMPANY,"110 110TH AVE NE #550, BELLEVUE, WA, 98004, UNITED STATES","EAGLEWOOD APARTMENT ASSOCIATES, LLC",Administratively Dissolved
"CARLSON I, LLC",601 991 567,WA LIMITED LIABILITY COMPANY,,C T CORPORATION SYSTEM,Inactive
"CARLSON II EAGLEWOOD, LLC",602 454 333,WA LIMITED LIABILITY COMPANY,"110 110TH AVE NE #550, BELLEVUE, WA, 98004, UNITED STATES",1031 XPRESS INC,Administratively Dissolved
"CARLSON IMPLEMENTATION ASSOCIATES, INC.",601 717 681,FOREIGN PROFIT CORPORATION,,,Terminated
"CARLSON INSURANCE AGENCY, INC.",603 503 728,FOREIGN PROFIT CORPORATION,,JIMCARLSON,Terminated
"CARLSON INSURANCE, INC.",601 494 877,WA PROFIT CORPORATION,"600 MAIN STREET, SUITE A, EDMONDS, WA, 98020, UNITED STATES",TREVOR CAMPBELL,Active
"CARLSON INVESTMENT ENTERPRISES, LLC",602 876 002,FOREIGN LIMITED LIABILITY COMPANY,"3025 146TH PL SE, MILL CREEK, WA, 98012, UNITED STATES",MARK  CARLSON,Terminated
"CARLSON INVESTMENTS, LLC",602 277 528,WA LIMITED LIABILITY COMPANY,"873 S HILLHURST RD, RIDGEFIELD, WA, 98642-9063, UNITED STATES",RANDALL E FERGUSON,Active
"CARLSON LAKE, LLC",602 527 131,WA LIMITED LIABILITY COMPANY,"6613 S CREEKSTONE ST, SPOKANE, WA, 99224, UNITED STATES","FPS CORPORATE SERVICES, INC.",Active
CARLSON LAND LLC,603 474 611,WA LIMITED LIABILITY COMPANY,"2745 B CEDONIA  ADDY RD, ADDY, WA, 99101, UNITED STATES",NATHAN A CARLSON,Administratively Dissolved
"CARLSON LANDSCAPE AND CONSTRUCTION, LLC",603 600 092,WA LIMITED LIABILITY COMPANY,"10439 176TH AVE SW, ROCHESTER, WA, 98579, UNITED STATES",MATTHEW CARLSON,Active
"CARLSON LANDSCAPE, LLC",603 189 456,WA LIMITED LIABILITY COMPANY,"11511 NE 91ST ST, KIRKLAND, WA, 98033-5732, UNITED STATES",REBECCA CARLSON,Active
"CARLSON LAW FIRM, PLLC",603 247 646,,,,
"CARLSON LEASING, LLC",603 181 846,WA LIMITED LIABILITY COMPANY,"2001 GRANT STREET, BELLINGHAM, WA, 98225, UNITED STATES",GREGORY E THULIN,Active
CARLSON LENDING GROUP,602 783 390,FOREIGN NONPROFIT CORPORATION,"22647 128TH AVE N, ROGERS, MN, 55374, UNITED STATES",,Terminated
CARLSON LENDING GROUP INC,602 787 865,FOREIGN PROFIT CORPORATION,"22647 128TH AVE N, ROGERS, MN, 55374, UNITED STATES",,Terminated
"CARLSON LIVESTOCK HAULING, LLC",603 584 718,WA LIMITED LIABILITY COMPANY,"18102 138TH AVE SE, YELM, WA, 98597, UNITED STATES",DAVIES PEARSON P C,Administratively Dissolved
"CARLSON LOGGING AND EXCAVATING, INC.",601 286 631,WA PROFIT CORPORATION,,GREG M CARLSON,Administratively Dissolved
"CARLSON LOGISTICS, INC.",603 530 974,WA PROFIT CORPORATION,"8506 CEDARHOME DR NW, STANWOOD, WA, 98292, UNITED STATES",ROYCE K CARLSON,Administratively Dissolved
"CARLSON MACHINE WORKS, INC.",600 397 599,WA PROFIT CORPORATION,"3310 E TRENT AVE, SPOKANE, WA, 99202-4413, UNITED STATES",E STEPHEN CARLSON,Active
"CARLSON MAINTENANCE & CONSTRUCTION, INC.",601 842 370,WA PROFIT CORPORATION,"W 807 MT VIEW, SPOKANE, WA, 99218, UNITED STATES",WAYNE T CARLSON,Inactive
"CARLSON MANAGEMENT CONSULTING, INC.",604 337 719,FOREIGN PROFIT CORPORATION,"4 OVERLOOK PT, LINCOLNSHIRE, IL, 60069-4337, UNITED STATES",CORPORATION SERVICE COMPANY,Active
CARLSON MANAGEMENT LLC,604 113 672,WA LIMITED LIABILITY COMPANY,"13000 NE 10TH PL, BELLEVUE, WA, 98005-2600, UNITED STATES",LISA CARLSON,Active
"CARLSON MARINE ENTERPRISES, LLC",601 942 669,WA LIMITED LIABILITY COMPANY,"606 COLUMBIA ST NW UNIT 4C, OLYMPIA, WA, 98501-1094, UNITED STATES","SW&W REGISTERED AGENTS, INC.",Active
CARLSON MARKETING GROUP LLC,604 372 954,WA LIMITED LIABILITY COMPANY,"2328 NORTH 62ND STREET, SEATTLE, WA, 98103, UNITED STATES",HEIDI CARLSON,Active
"CARLSON MARKETING WORLDWIDE, INC.",600 358 431,FOREIGN PROFIT CORPORATION,,UNITED STATES CORPORATION COMPANY,Terminated
"CARLSON MASONRY, INC.",600 100 429,WA PROFIT CORPORATION,,JOYCE E SAMPSON,Administratively Dissolved
CARLSON MEADOWS L.L.C.,602 639 129,WA LIMITED LIABILITY COMPANY,"11519 44TH ST CT E, EDGEWOOD, WA, 98372, UNITED STATES",STEVEN M SCHENK,Administratively Dissolved
CARLSON MECHANICAL LLC,601 926 236,WA LIMITED LIABILITY COMPANY,,TIM CARLSON,Inactive
CARLSON NAVIGATION CORPORATION,602 566 665,WA PROFIT CORPORATION,"23592 CALVARY WAY, MOUNT VERNON, WA, 98273-8591, UNITED STATES",CHARLES ANDERSONCOMPANY INC,Active
CARLSON NEW AGE ENTERPRISE INC.,602 559 231,WA PROFIT CORPORATION,"11115 SHIPSIDE LANE NW G204, SILVERDALE, WA, 98383, UNITED STATES",CLYNESSIA CARLSON,Inactive
"CARLSON OIL COMPANY, INC.",601 906 391,WA PROFIT CORPORATION,,ANDREW C BRAFF,Inactive
"CARLSON ORCHARDS, INC.",600 167 685,WA PROFIT CORPORATION,,H DAVID CARLSON,Inactive
CARLSON PAINTING COMPANY LLC,604 072 984,WA LIMITED LIABILITY COMPANY,"605 CALEDONIA, LA CONNER, WA, 98257-4771, UNITED STATES",TAWSHA CARLSON,Active
"CARLSON PAVING PRODUCTS, INC.",600 634 160,WA PROFIT CORPORATION,"18425 50TH AVE E, TACOMA, WA, 98446-3756, UNITED STATES","NATIONAL REGISTERED AGENTS, INC.",Active
"CARLSON PET PRODUCTS, INC.",602 929 748,FOREIGN PROFIT CORPORATION,"3200 CORPORATE CENTER DR STE 105, BURNSVILLE, MN, 55306-5536, UNITED STATES",MARK FLANNERY,Active
"CARLSON PLASTERING, LLC",601 801 014,WA LIMITED LIABILITY COMPANY,,CATHERINE CARLSON,Inactive
CARLSON PLUMBING,601 238 654,FOREIGN MASSACHUSETTS TRUST,,TERRY CARLSON,Terminated
"CARLSON POOL & SPA, INC.",600 596 308,WA PROFIT CORPORATION,,G & D INC,Inactive
CARLSON PRO CONSTRUCTION LLC,604 166 698,WA LIMITED LIABILITY COMPANY,"9509 217TH ST SW, EDMONDS, WA, 98020, UNITED STATES",THOMAS CARLSON,Delinquent
CARLSON PROPERTIES LLC,601 889 977,WA LIMITED LIABILITY COMPANY,,,Inactive
CARLSON PROPERTY HOMEOWNER'S ASSOCIATION,604 346 690,WA NONPROFIT CORPORATION,,ANDREW LEIGHT,Delinquent
"CARLSON PROPERTY MANAGEMENT, LLC",602 874 948,WA LIMITED LIABILITY COMPANY,,CHRISTA CARLSON,Administratively Dissolved
"CARLSON PROPERTY, L.L.C.",602 578 161,WA LIMITED LIABILITY COMPANY,"11716 11TH STREET CT E, EDGEWOOD, WA, 98372-1466, UNITED STATES",CARL LINDEN,Active
"CARLSON QUALITY CONSTRUCTION, LLC",603 068 375,WA LIMITED LIABILITY COMPANY,"1932 NE 179TH ST, RIDGEFIELD, WA, 98642-5525, UNITED STATES",JAMES N CARLSON,Active
"CARLSON QUEEN ANNE HOLDINGS, LLC",602 794 309,WA LIMITED LIABILITY COMPANY,"2221 GILMAN DR W #204, SEATTLE, WA, 98119, UNITED STATES",SUSAN MWEBER,Inactive
"CARLSON REALTY, LLC",602 745 212,WA LIMITED LIABILITY COMPANY,,DAVID CARLSON,Administratively Dissolved
CARLSON RENNERT PROPERTIES L.L.C.,604 114 893,WA LIMITED LIABILITY COMPANY,"12400 SE 38TH ST # 53054, BELLEVUE, WA, 98006-1202, UNITED STATES",LEGALINC CORPORATE SERVICES INC,Voluntarily Dissolved
CARLSON RENTALS LLC,604 436 428,WA LIMITED LIABILITY COMPANY,"29414 NE BIG ROCK RD, DUVALL, WA, 98019-7337, UNITED STATES",BRIAN CARLSON,Active
"CARLSON RESTAURANTS WORLDWIDE, INC.",600 446 608,FOREIGN PROFIT CORPORATION,,UNITED STATES CORPORATION COMPANY,Terminated
"CARLSON RIDGE, LLC",602 135 981,WA LIMITED LIABILITY COMPANY,,CHARLES J CARLSON,Inactive
"CARLSON ROOFING COMPANY, INC.",602 388 184,FOREIGN PROFIT CORPORATION,"550 SW MAPLE ST, HILLSBORO, OR, 97123-5614, UNITED STATES",SW&W REGISTERED AGENTS INC,Active
"CARLSON RP INVESTMENTS, LLC",602 455 927,WA LIMITED LIABILITY COMPANY,"10902 NE ROSEWOOD AVE, VANCOUVER, WA, 98662-5432, UNITED STATES",CHRISTI CARLSON,Active
CARLSON SALES METERING SOLUTIONS LLC,602 225 796,WA LIMITED LIABILITY COMPANY,"16506 NE 182ND AVE, BRUSH PRAIRIE, WA, 98606-9833, UNITED STATES",ROBERT PEAK,Active
"CARLSON SALES, INC.",578 047 289,WA PROFIT CORPORATION,"16506 NE 182ND AVE, BRUSH PRAIRIE, WA, 98606-9833, UNITED STATES",BOB PEAK,Administratively Dissolved
"CARLSON SANDS, L.L.C.",603 274 665,WA LIMITED LIABILITY COMPANY,"11 W. DOGWOOD ROAD, PASCO, WA, 99301, UNITED STATES",W BRUCE CARLSON,Active
"CARLSON SERVICES, L.L.C.",602 261 019,WA LIMITED LIABILITY COMPANY,"1718 ENGLAND, WA, EVERETT, WA, 98203, UNITED STATES",JAMES R IHNOT,Active
"CARLSON SHEET METAL WORKS, INC.",601 597 044,WA PROFIT CORPORATION,"3621 E BROADWAY AVE, SPOKANE, WA, 99202-4604, UNITED STATES",CARLSON SHEET METAL WORKS,Active
"CARLSON SIBLINGS, LLC",602 930 865,WA LIMITED LIABILITY COMPANY,"122 N PRAIRIE RD, CHEHALIS, WA, 98532, UNITED STATES",R WILLIAM CARLSON,Administratively Dissolved
CARLSON SIGN COMPANY,601 061 534,FOREIGN PROFIT CORPORATION,"1605 NE FORBES RD, BEND, OR, 97701-4984, UNITED STATES",MIKE DEFREES,Active
"CARLSON SIGNATURE CONSTRUCTION, INC.",601 831 420,WA PROFIT CORPORATION,,CAMILLE TAYLOR RALSTON,Inactive
CARLSON SPECIALTY CO.,601 202 743,WA PROFIT CORPORATION,,TIM CARLSON,Inactive
"CARLSON STEEL & FENCE SUPPLY, INC.",600 464 509,WA PROFIT CORPORATION,"2001 GRANT ST, BELLINGHAM, WA, 98225-4202, UNITED STATES",GREGORY E. THULIN,Active
CARLSON STEEL WORKS INC.,601 983 175,WA PROFIT CORPORATION,"2001 GRANT ST, BELLINGHAM, WA, 98225-4202, UNITED STATES",GREGORY THULIN,Active
CARLSON STUDIO ARCHITECTURE INC.,604 029 873,WA PROFIT CORPORATION,"1823 MINOR AVE, APT 2503, SEATTLE, WA, 98101-0929, UNITED STATES",MICHAEL CARLSON,Active
CARLSON SYSTEMS CORPORATION,601 170 870,FOREIGN PROFIT CORPORATION,,CT CORPORATION SYSTEM,Terminated
CARLSON SYSTEMS LLC,603 309 061,FOREIGN LIMITED LIABILITY COMPANY,"10840 HARNEY ST, OMAHA, NE, 68154",BUSINESS FILINGS INCORPORATED,Terminated
"CARLSON TAX & CONSULTING, PLLC",603 474 784,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"22722 29TH DR SE, STE 100, BOTHELL, WA, 98021-4420, UNITED STATES",STEVEN CARLSON,Active
"CARLSON TESTING, INC.",600 188 884,FOREIGN PROFIT CORPORATION,"8430 SW HUNZIKER ST, TIGARD, OR, 97223, UNITED STATES",C T CORPORATION SYSTEM,Active
CARLSON THOMPSON VACATION RENTAL LLC,603 224 274,WA LIMITED LIABILITY COMPANY,"605 E 11TH ST, PORT ANGELES, WA, 98362, UNITED STATES",CARLSON THOMPSON VACATION RENTAL LLC,Active
"CARLSON TRAVEL NETWORK ASSOCIATES, INC.",601 532 419,FOREIGN PROFIT CORPORATION,,"THE PRENTICE-HALL CORPORATION SYSTEM, INC.",Terminated
"CARLSON TREE FARM, LLC",603 558 548,WA LIMITED LIABILITY COMPANY,"299 NW CENTER ST, CHEHALIS, WA, 98532, UNITED STATES",BRIAN KELLY,Active
"CARLSON TRUCKING, LLC",603 386 529,FOREIGN LIMITED LIABILITY COMPANY,"89276 DELLMOOR LP RD, WARRENTON, OR, 97146","CARLSON AND SON'S LOGGING, INC.",Terminated
CARLSON ULMER PUMPING INCORPORATED,602 130 717,WA PROFIT CORPORATION,,BRET KENFIELD,Inactive
CARLSON VENTURES LLC,604 188 428,WA LIMITED LIABILITY COMPANY,"233 S 1ST ST, SHELTON, WA, 98584-2243, UNITED STATES",TERESA CARLSON,Administratively Dissolved
"CARLSON VENTURES, INC.",602 565 884,WA PROFIT CORPORATION,"16121 122ND PL NE, BOTHELL, WA, 98011, UNITED STATES",STEVEN R CARLSON,Inactive
"CARLSON WAGONLIT TRAVEL, INC.",601 819 243,FOREIGN PROFIT CORPORATION,"701 CARLSON PKWY STE 1500, MINNETONKA, MN, 55305-5244, UNITED STATES",CORPORATION SERVICE COMPANY,Active
"CARLSON WILLIAMS VENTURE GROUP, LLC",602 231 215,WA LIMITED LIABILITY COMPANY,,ROBERT S OVER,Inactive
CARLSON YELM LLC,604 520 077,WA LIMITED LIABILITY COMPANY,"7310 ONYX DR SW, LAKEWOOD, WA, 98498-6435, UNITED STATES",BRETT CARLSON,Active
CARLSON'S CLEANING SERVICES LLC,604 312 867,WA LIMITED LIABILITY COMPANY,"153 ENCHANTED VALLEY DR., VADER, WA, 98593, UNITED STATES",TONINA CARLSON,Voluntarily Dissolved
"CARLSON'S CONTRACTING, LLC",603 009 969,WA LIMITED LIABILITY COMPANY,"2211 179TH PL SW, LYNNWOOD, WA, 98037, UNITED STATES",RYAN CARLSON,Administratively Dissolved
"CARLSON'S CUSTOM CONSTRUCTION, INC.",602 109 603,WA PROFIT CORPORATION,,BRIAN ACARLSON,Administratively Dissolved
"CARLSON'S HEATING & AIR CONDITIONING, INC.",601 162 640,WA PROFIT CORPORATION,"1414 PACIFIC AVE S, KELSO, WA, 98626-1508, UNITED STATES",P MICHAEL LONG,Active
CARLSON'S IMPORT REPAIR AND SERVICE LLC,603 434 117,WA LIMITED LIABILITY COMPANY,"3915 E FRANCIS AVE, SPOKANE, WA, 99217-6593, UNITED STATES",DINO SCARPA,Active
"CARLSON'S NORTHWEST CAPITAL, LLC",602 096 676,WA LIMITED LIABILITY COMPANY,,WILLIAM D STITES,Inactive
CARLSON'S PLUMBING L.L.C.,602 568 785,WA LIMITED LIABILITY COMPANY,"4491 SR 27, PULLMAN, WA, 99163, UNITED STATES",J. EDMOND  KAPPUS,Administratively Dissolved
CARLSON'S QUALITY PRODUCE LLC,602 975 302,WA LIMITED LIABILITY COMPANY,"203 WEST WASHINGTON AVENUE, ELLENSBURG, WA, 98926, UNITED STATES",JOHN CARLSON,Administratively Dissolved
"CARLSON'S REPAIR & SERVICE, INC.",602 404 646,WA PROFIT CORPORATION,,MICHAEL LCARLSON,Administratively Dissolved
"CARLSON, BELL & CARLSON, INC.",602 305 020,WA PROFIT CORPORATION,,PTSGE CORP,Inactive
"CARLSON, BOYD PLLC",602 339 415,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"2010 W NOB HILL BLVD STE 3, YAKIMA, WA, 98902-5282, UNITED STATES",TIMOTHY CARLSON,Active
"CARLSON, ERVEN & PETERSON, INC.",600 630 013,WA PROFIT CORPORATION,,WILLIAMS CARLSON,Inactive
"CARLSON, LINDSAY & ASSOCIATES, L.L.C.",601 735 673,WA LIMITED LIABILITY COMPANY,,EARLENE L CARLSON,Inactive
"CARLSON, MCMAHON & SEALBY, PLLC",602 001 952,,,,
"CARLSON, RAY & ASSOCIATES P.S., INC.",601 326 205,WA PROFESSIONAL SERVICE CORPORATION,,ROBERT A CARLSON,Administratively Dissolved
CARLSON-ANATONE INC.,601 120 389,WA PROFIT CORPORATION,"1741 MONTGOMERY RIDGE ROAD, ANATONE, WA, 99401-0024, UNITED STATES",STEPHEN CARLSON,Active
"CARLSON-FORMETEC, INC.",600 321 546,WA PROFIT CORPORATION,,RAELA C GUERNSEY,Inactive
"CARLSON-HELO, LLC",604 148 440,WA LIMITED LIABILITY COMPANY,"14417 124TH AVE NE, KIRKLAND, WA, 98034, UNITED STATES",BRITNEY CARLSON-HELO,Administratively Dissolved
"CARLSON-HOLDING'S AND ACQUISITIONS, LLC",603 577 255,WA LIMITED LIABILITY COMPANY,"1825 E ST, WASHOUGAL, WA, 98671, UNITED STATES",JAKUB CARLSON,Administratively Dissolved
"CARLSON-IFFERT, L.L.C.",601 920 520,WA LIMITED LIABILITY COMPANY,"111 W HIGHLAND DR, SUITE 2E, SEATTLE, WA, 98119-3585, UNITED STATES","CORPSERVE, INC.",Active
"CARLSON-SANDBERG FAMILY PROPERTIES, LLC",602 792 113,WA LIMITED LIABILITY COMPANY,"125 N SUNSET DRIVE, CAMANO ISLAND, WA, 98282, UNITED STATES",SKAGIT LAW GROUP PLLC,Active
"CARLSON-SCHILL, INC.",600 307 249,WA PROFIT CORPORATION,,BRUCE CARLSON,Inactive
"CARLSON-SEVIGNY, LLC",602 860 385,WA LIMITED LIABILITY COMPANY,"6701 N COUNTRY HOMES BLVD # 100, SPOKANE, WA, 99208-4336, UNITED STATES",SCOTT SMITH,Active
"CARLSON-THACKER HOLDINGS, LLC",602 592 464,WA LIMITED LIABILITY COMPANY,"3214 NE 58TH ST, VANCOUVER, WA, 98663, UNITED STATES",DON THACKER,Administratively Dissolved
"CARLSON-WHITLEY & LUTHER, LLP",603 119 322,WA LIMITED LIABILITY PARTNERSHIP,"222 LEE ST SW STE 112, TUMWATER, WA, 98501-4403, UNITED STATES",JUDITH E LUTHER,Active
"CARLSON/VEIT ARCHITECTS, P.C.",601 262 145,FOREIGN PROFESSIONAL SERVICE CORPORATION,"3095 RIVER RD N, SALEM, OR, 97303, UNITED STATES",COGENCY GLOBAL INC.,Active
"CARLSON/WEST CONSTRUCTION CO., INC.",601 118 082,WA PROFIT CORPORATION,,MARION WEST,Administratively Dissolved
CARLSONS ADULT FAMILY HOME LLC,604 081 589,WA LIMITED LIABILITY COMPANY,"20140 106TH AVE NE, BOTHELL, WA, 98011, UNITED STATES",CARLSONS ADULT FAMILY HOME,Voluntarily Dissolved
CARLSONS DISCOUNT HOME APPLIANCE LLC,602 616 654,WA LIMITED LIABILITY COMPANY,"20019 8 DRIVE SE, BOTHELL, WA, 98012, UNITED STATES",CHAD CARLSON,Inactive
"CARLSONS, INC.",601 156 466,WA PROFIT CORPORATION,"1900 BARBER PL, RICHLAND, WA, 99352-9271, UNITED STATES",GREGORY J SMITH,Active
CARLSSON STUDIOS LLC,604 160 586,WA LIMITED LIABILITY COMPANY,"13211 N STEVENS ST, SPOKANE, WA, 99208, UNITED STATES",PAUL CARLSSON,Active
CARMEN PETERSON CONTRACTING LLC,603 173 360,WA LIMITED LIABILITY COMPANY,"240 KLONDIKE RD, REPUBLIC, WA, 99166, UNITED STATES",CARMEN PETERSON,Active
CARMEN RICHARDSON LLC,604 500 516,WA LIMITED LIABILITY COMPANY,"3911 E 25TH AVE, SPOKANE, WA, 99223-5675, UNITED STATES",CARMEN RICHARDSON,Active
CARO JOHNSON WEALTH MANAGEMENT CORP,604 267 784,WA PROFIT CORPORATION,,CARO JOHNSON,Administratively Dissolved
"CAROL ANDERSON, INC.",601 124 569,WA PROFIT CORPORATION,"18303 17TH PL NW, SHORELINE, WA, 98177-3319, UNITED STATES",PAUL F BLAUERT,Active
"CAROL HANSON, INCORPORATED",601 810 405,WA PROFIT CORPORATION,,WILLIAM P HIGHT,Inactive
"CAROL LAWSON INSURANCE AGENCY, INC.",603 449 094,WA PROFIT CORPORATION,"702 N 4TH ST, MOUNT VERNON, WA, 98273, UNITED STATES",CAROL H LAWSON,Active
"CAROLYN FEIN, PERSONAL CHEF LTD.",602 261 096,WA PROFIT CORPORATION,,CAROLYN FEIN,Inactive
"CAROLYN L. DAVIDSON, INC.",600 629 937,WA PROFIT CORPORATION,,CAROLYN DAVIDSON,Inactive
CAROLYN SAMPSON MINISTRIES,601 174 148,WA NONPROFIT CORPORATION,,CAROLYN F SAMPSON,Inactive
"CARON, COLVEN, ROBISON & SHAFTON, P.S.",602 118 993,WA PROFESSIONAL SERVICE CORPORATION,"900 WASHINGTON ST, SUITE 1000, VANCOUVER, WA, 98660-3455, UNITED STATES",BRUCE COLVEN,Active
"CAROTHERS & SON, LTD.",602 111 554,WA PROFIT CORPORATION,"71 S BERTELSEN RD, EUGENE, OR, 97402-5371, UNITED STATES",MARK SEELBINDER,Active
"CAROUSEL FLORIST OF JEFFERSON COUNTY, INC.",600 572 314,WA PROFIT CORPORATION,,CHERYL WENTWORTH,Administratively Dissolved
"CARPENTERS SONS CONSTRUCTION, INC.",602 026 522,WA PROFIT CORPORATION,,PAUL A FROHNING,Inactive
"CARPENTERS SONS, LLC.",602 489 010,WA LIMITED LIABILITY COMPANY,"2211 236TH ST SE, BOTHELL, WA, 98021, UNITED STATES",STEVE GUSTAFSON,Inactive
CARPINITO & SONS SUMNER LLC,603 588 044,WA LIMITED LIABILITY COMPANY,"1148 N CENTRAL AVE, KENT, WA, 98032, UNITED STATES",MICHAEL J CARPINITO,Active
"CARPINITO & SONS, LLC",602 177 361,WA LIMITED LIABILITY COMPANY,"1148 CENTRAL AVE N, KENT, WA, 98032-3044, UNITED STATES",MICHAEL A CARPINITO,Active
"CARRIE L. JACKSON, INC.",602 593 049,WA PROFIT CORPORATION,"10217 SE 16TH ST, VANCOUVER, WA, 98664, UNITED STATES",CARRIE JACKSON,Inactive
CARRIE MAGNUSON DDS PLLC,603 016 586,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"636 120TH AVE NE, A204, BELLEVUE, WA, 98005, UNITED STATES",CARRIE MAGNUSON,Active
"CARRIE PEARSON, LLC",604 486 033,WA LIMITED LIABILITY COMPANY,"3101 E BOONE AVE, SPOKANE, WA, 99202, UNITED STATES",CARRIE PEARSON,Active
CARRIE SOTO ERICKSON COUNSELING LLC,603 262 197,WA LIMITED LIABILITY COMPANY,"1621 114TH AVE SE, SUITE 224, BELLEVUE, WA, 98004, UNITED STATES",CARRIE ERICKSON,Active
"CARRILLOS & SON'S TILE, LLP.",604 031 470,WA LIMITED LIABILITY PARTNERSHIP,"7296 RD O NW, QUINCY, WA, 98848, UNITED STATES",TIMOTEO CARRILLO-CECENA,Active
CARROLL & SONS CONSTRUCTION INC.,602 921 212,FOREIGN PROFIT CORPORATION,"300 DESCHUTES WAY SW #304, TUMWATER, WA, 98501, UNITED STATES","INCORP SERVICES, INC.",Terminated
"CARROLL & SONS CONSTRUCTION NW, LLC",602 398 272,WA LIMITED LIABILITY COMPANY,"10514 114TH PLACE NE, KIRKLAND, WA, 98033, UNITED STATES",GARY OLDHAM,Inactive
"CARROLL & SONS CONSTRUCTION, INC.",602 285 834,WA PROFIT CORPORATION,,RANDALL E CARROLL,Administratively Dissolved
"CARRSON AG, LLC",602 115 341,WA LIMITED LIABILITY COMPANY,"2010 N COMMERCIAL AVE, PASCO, WA, 99301-9554, UNITED STATES",JR CARR,Active
"CARRSON INTERIORS, LLC",604 320 417,WA LIMITED LIABILITY COMPANY,"10044 2ND AVE SW, SEATTLE, WA, 98146-3810, UNITED STATES",JULIE THOMPSON,Active
CARS BY JASON LLC,602 754 176,WA LIMITED LIABILITY COMPANY,"1821 CORBIN LN, SPOKANE VALLEY, WA, 99016, UNITED STATES",JASON BUNDY,Inactive
"CARSON & CARSON, INC.",602 287 454,WA PROFIT CORPORATION,"3326 E PINE GLEN AVE, MEAD, WA, 99021, UNITED STATES",THOMAS A CARSON,Administratively Dissolved
"CARSON & COLE, LLC",602 426 923,WA LIMITED LIABILITY COMPANY,"38 E MAIN STE 9, WALLA WALLA, WA, 99362, UNITED STATES",KRISTIAN E HEDINE,Administratively Dissolved
"CARSON & HALL BREWING COMPANY, LLC",602 616 513,WA LIMITED LIABILITY COMPANY,"4210 BROOKLYN AVE NE #301, SEATTLE, WA, 98105, UNITED STATES",JAMIE GRIFFITH,Inactive
"CARSON & JUSTINE INVESTMENTS, LLC",604 429 892,WA LIMITED LIABILITY COMPANY,"10883 SE 10TH ST APT 22, VANCOUVER, WA, 98664-6183, UNITED STATES",CARSON GOSS,Active
CARSON & MOORE LLC,603 373 534,WA LIMITED LIABILITY COMPANY,"15926 NE 101ST CT, REDMOND, WA, 98052, UNITED STATES",JAMES W. TALBOT,Administratively Dissolved
CARSON & NOEL PLLC,602 676 733,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"20 6TH AVE NE, ISSAQUAH, WA, 98027-3428, UNITED STATES",CARSON & NOEL PLLC,Active
"CARSON ADULT FAMILY HOME, LLC",603 373 988,WA LIMITED LIABILITY COMPANY,"11839 SE  RIVERIDGE DR, VANCOUVER, WA, 98683, UNITED STATES",PHILIP CARSON,Active
"CARSON APT, LLC",603 298 193,WA LIMITED LIABILITY COMPANY,"349 16TH AVE E, #100, SEATTLE, WA, 98112-5801, UNITED STATES",KANOA OSTREM,Active
"CARSON B. CALDERWOOD, DDS, PLLC",602 580 898,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"8026 DOUGLAS AVE SE, SUITE 200, SNOQUALMIE, WA, 98065-6313, UNITED STATES",SCOTT C HENDERSON,Active
CARSON BIBLE CHURCH,601 101 652,WA NONPROFIT CORPORATION,"PO BOX 737, CARSON, WA, 98610, UNITED STATES",JANET BEEBE,Administratively Dissolved
"CARSON BIRCH ART CONSULTING, LLC",602 871 569,WA LIMITED LIABILITY COMPANY,"506 CYPRESS RD, BELLINGHAM, WA, 98225, UNITED STATES",KELLY HART,Administratively Dissolved
"CARSON CAPITAL, LLC",602 929 014,WA LIMITED LIABILITY COMPANY,"10624 S EASTERN AVE N #A-787, HENDERSON, NV, 89052, UNITED STATES",M GAIL RYDER,Administratively Dissolved
CARSON CARS INC,602 010 230,WA PROFIT CORPORATION,"13806 HIGHWAY 99, LYNNWOOD, WA, 98087-1724, UNITED STATES","THOMAS D. BIGSBY, PLLC",Active
CARSON CATTLE COMPANY LLC,601 952 014,WA LIMITED LIABILITY COMPANY,,WILLIAM BURKITT,Inactive
