Business Name,Business ID,Business Type,Principal Business Office Address,Registered Agent Name,Fiscal Year Month,Status
"D S MASONRY, INC.",298340,Domestic Profit Corporation,"41 Boyce ave., Poultney, VT, 05764, USA",DAMON STRAW,12,Active
"D. & L. ROBERTSON, INC.",94658,Domestic Profit Corporation,"165 CHURCH STREET, BURLINGTON, VT, 05401, USA",LINDA J. ROBERTSON,12,Inactive
D. A. DAVIDSON & CO.,64916,Foreign Profit Corporation,"8 Third Street North, Great Falls, MT, 59401, USA",C T CORPORATION SYSTEM,9,Active
D. C. POTTER & SON,224395,Trade Name,"FAY BROOK ROAD, SHARON, VT, 05065, USA",NONE,,Inactive
D. G. & SONS,188513,Trade Name,"RFD 1, STONEY BROOK, NORTHFIELD, VT, 05663, USA",NONE,,Inactive
"D. G. ROBERTSON, INC.-VT.",74516,Domestic Profit Corporation,"66 ASPEN LANE, PO BOX 58, WILLISTON, VT, 05495, USA",DONALD S. ROBERTSON,11,Active
D. JOHNSON & SONS PAINTING INC.,121911,Domestic Profit Corporation,"155 HEATH ROAD, HYDE PARK, VT, 05656, USA",DONALD JOHNSON,12,Inactive
"D. LATCHIS & SONS, INC.",46177,Domestic Profit Corporation,"229 WESTERN AVENUE, BRATTLEBORO, VT, 05301, USA","PHILLIPS, DUNN, SHRIVER & CARROLL, P.C.",6,Inactive
"D. MASSON, INC.",119348,Domestic Profit Corporation,"59 CHRISTIAN HILL ROAD, CANAAN, VT, 05903, USA",DANA MASSON,12,Active
D. R. LAFLEUR AND SONS TRANSPORT,250632,Trade Name,"RR1, BOX 1685, FLETCHER, VT, 05444, USA",NONE,,Inactive
"D. W. EDSON CO., INC.",60354,Domestic Profit Corporation,"14 LANGDON STREET, MONTPELIER, VT, 05602, USA",DOROTHY HELLING,12,Inactive
D.A. & SON CONTRACTING,156290,Trade Name,"PO BOX 545, CORINTH, VT, 05039, USA",NONE,,Inactive
"D.B. FRANKLIN & SON HEATING & COOLING, LLC",291777,Domestic Limited Liability Company,"140 Marynuk Rd., Guilford, VT, 05301, USA",DENNIS FRANKLIN,12,Active
D.C. & SON BUILDERS,268375,Trade Name,"MAIN STREET, NEWFANE, VT, 05345, USA",LARRY ROBINSON,,Inactive
D.F. AUSTIN & SON TRUCKING,272599,Trade Name,"RR#1, BOX 29, CONCORD, VT, 05824, USA",NONE,,Inactive
D.G. ROBERTSON WILLISTON INC.,114550,Domestic Profit Corporation,"66 ASPEN LANE, PO BOX 58, WILLISTON, VT, 05495, USA",DONALD S. ROBERTSON,11,Active
D.N. BENSON,234389,Trade Name,"22 INDEPENDENCE GREE, MONTPELIER, VT, 05602, USA",NONE,,Inactive
D.O.N.S ON DEMAND,301367,Trade Name,"111 Ferguson Avenue, Burlington, VT, 05401, USA",Dave Barry Barchard,,Active
"D.S. HENDERSON DEVELOPMENT, INC.",86376,Domestic Profit Corporation,"23 HANSCOMB SCHOOL RD, LIMINGTON, ME, 04049, USA",Janice Solinsky,12,Active
D.W. SEASONAL CARE,197209,Trade Name,"154 PINE STREE, NORTH TROY, VT, 05859, USA",NONE,,Expired
D.W. SEASONAL CARE,252276,Trade Name,"56 CHURCH STREET, NEWPORT CENTER, VT, 05859, USA",NONE,,Inactive
DAKERS AND SON LOBSTER,292682,Trade Name,"PO BOX 284, LUDLOW, VT, 05149, USA",TREVOR DAKERS,,Expired
"DALEY & SONS TRUCKING, INC.",328290,Foreign Profit Corporation,"1185 PLEASANT ST, LEE, MA, 01238, USA",THOMAS J DAILEY ESQ,12,Active
DAMSON COMMUNICATIONS CORPORATION,105940,Domestic Profit Corporation,"2 CHURCH STREET, BURLINGTON, VT, 05401, USA",N. BLAIR DAMSON,12,Dissolved
DAMSON DEVELOPMENT CORPORATION,100118,Domestic Profit Corporation,"95 ST. PAUL ST, BURLINGTON, VT, 05401, USA",JARVIS & KAPLAN,12,Inactive
DAMSON PROPERTY MANAGEMENT,258170,Trade Name,"2 CHURCH STREET, BURLINGTON, VT, 05402, USA",NONE,,Inactive
DAN & PAM PARSONS INC.,118052,Domestic Profit Corporation,"320 HARDWOOD HILL RD, RICHFORD, VT, 05476, USA",DANIEL PARSONS,12,Dissolved
DAN & SON BBQ CARTS,188606,Trade Name,"RUTLAND TOWN, VT, USA",NONE,,Expired
"DAN HAZARD & SON, INC.",93921,Domestic Profit Corporation,"SWANTON, VT, 05488, USA",ROBERT FARRAR,12,Inactive
DAN JOHNSON CARPENTRY,239442,Trade Name,"567 SPAULDING RD, ST JOHNSBURY, VT, 05819, USA",NONE,,Expired
DAN JOHNSON CARPENTRY,328144,Trade Name,"504 SPAULDING ROAD, Saint Johnsbury, VT, 05819 - 4469, USA",DANIEL D JOHNSON,,Active
DAN JOHNSON'S CONSTRUCTION,185255,Trade Name,"BOX 110B, RD 1, HIGHGATE CTR., VT, 05459, USA",NONE,,Inactive
"DAN MASTERSON PLUMBING & HEATING, LLC",12461,Domestic Limited Liability Company,"443 MASTERSON RD, Barnard, VT, 05031, USA",DANLE MASTERSON,12,Active
DAN PEARSON'S SERVICES,221532,Trade Name,"17 FARWELL ST, BARRE, VT, 05641, USA",NONE,,Inactive
"DAN THOMPSON CONSTRUCTION, INC.",122381,Domestic Profit Corporation,"842 CALENDAR BROOK RD, LYNDONVILLE, VT, 05851, USA",DANIEL BRIAN THOMPSON,12,Dissolved
DAN TURCO AND SONS,179154,Trade Name,"CLARENDON, VT, USA",NONE,,Expired
DANCIN' MARK HANSON PRODUCTIONS,231866,Trade Name,"BOX 3405 GALLISON HI, MONTPELIER, VT, 05602, USA",NONE,,Inactive
DANIEL A. THOMPSON LICSW,206170,Trade Name,"240 WEST ST, APT G, WINOOSKI, VT, 05404, USA",NONE,,Expired
"DANIEL B. WESSON III SCHOLARSHIP FUND, INC.",49774,Domestic Non-profit Corporation,"PO BOX 129 AVON DRIVE, BETHEL, VT, 05032, USA",RUTH CLOUGH HEWETT,,Inactive
"DANIEL O'CONNELL'S SONS, INC.",48807,Foreign Profit Corporation,"800 Kelly Way, HOLYOKE, MA, 01040, USA","KOLVOORD, OVERTON & WILSON, PC",12,Active
DANIELSON EDITIONS,249418,Trade Name,"PO BOX 35, PEACHAM, VT, 05862, USA",NONE,,Inactive
DANIELSON ELECTRIC,220759,Trade Name,"RR1, BOX 200, HARTLAND, VT, 05048, USA",NONE,,Inactive
"DANIELSON ELECTRIC, INC.",102877,Domestic Profit Corporation,"RR 1 BOX 200, HARTLAND, VT, 05048, USA",ERIC E. DANIELSON,12,Inactive
"DANIELSON PROPERTIES, LLC",299749,Domestic Limited Liability Company,"14 Bilodeau Court, Burlington, VT, 05401, USA","Marc E. Wiener Law Offices, PLLC",12,Active
DANIELSON SURGICAL ASSOCIATES PLC,2303,Domestic Professional Limited Liability Company,"1235 HOSPITAL DR, 1, ST JOHNSBURY, VT, 05819, USA","KENNETH DANIELSON, M.D.",12,Inactive
DAPO & SONS HOME IMPROVEMENT,300750,Trade Name,"33 drew street apt # 1, Burlington, VT, 05401, USA",Jon Dapo,,Active
DAREN EMERSON TRUCKING LLC,305387,Domestic Limited Liability Company,"36 Ledge Drive, Barre, VT, 05641, USA",DAREN EMERSON,12,Active
DARLENE WILSON COUNSELING,342207,Trade Name,"316 Main St, Suite 102, Newport, VT, 05855 - 5536, USA",Darlene Wilson,,Active
"DARLTON W. CENATE & SONS, INC.",123904,Domestic Profit Corporation,"69 WALNUT HILL ROAD, SPRINGFIELD, VT, 05156, USA",DARLTON W CENATE,12,Terminated
DASH - IT SEASONING,162950,Trade Name,"WOLCOTT, VT, 05680, USA",NONE,,Inactive
"DAUSON, INC.",101198,Domestic Profit Corporation,"8 CONGRESS STREET, ST. ALBANS, VT, 05478, USA",ROBERT E. FARRAR,12,Inactive
"DAVE AND SONS ASPHALT PAVING, INC.",81096,Domestic Profit Corporation,"ESSEX JCT., VT, 05452, USA",JOYCE THERRIEN,1,Dissolved
"DAVE ATKINSON BUILDERS, LLC",19175,Domestic Limited Liability Company,"29 ATKINSON DRIVE, WESTMINSTER, VT, 05158, USA",DAVID ATKINSON,12,Dissolved
"DAVE BENSON, INC.",97232,Domestic Profit Corporation,"728 HATHAWAY POINT ROAD, ST. ALBANS, VT, 05478, USA",TIMOTHY G. HURLBUT P.C.,12,Terminated
DAVE KATRICK & SON,164813,Trade Name,"181 WHITETAIL RUN RD, ARLINGTON, VT, 05250, USA",NONE,,Inactive
"DAVE LEGENDRE AND SONS BUILDERS, INC.",95098,Domestic Profit Corporation,"PO BOX 68, ST JOHNSBURY, VT, 05819, USA",DAVID LEGENDRE,10,Dissolved
DAVE-N-SON'S LANDSCAPING,241445,Trade Name,"13 SUNSET DR, ESSEX JCT, VT, 05452, USA",NONE,,Inactive
"DAVECO & SONS, LLC",26592,Domestic Limited Liability Company,"40 HEMLOCK HILL DR, DUMMERSTON, VT, 05301, USA",DAVID HELLUS,12,Active
DAVID & SONS CONSTRUCTION,225203,Trade Name,"MONTPELIER, VT, USA",NONE,,Inactive
"DAVID A. GIBSON, ATTORNEY AT LAW",221269,Trade Name,"87 GREEN ST., BRATTLEBORO, VT, 05301, USA",NONE,,Inactive
"DAVID A. GIBSON, LAW OFFICE, P.C.",96833,Domestic Profit Corporation,"87 GREEN ST, BOX 1767, BRATTLEBORO, VT, 05301, USA",DAVID A. GIBSON,6,Dissolved
"DAVID A. NICHOLSON, P.C.",105270,Domestic Profit Corporation,"24 PHEASANT WAY, SO BURLINGTON, VT, 05403, USA",DAVID A. NICHOLSON,12,Inactive
"DAVID A. WATSON, LLC",17954,Domestic Limited Liability Company,"PO BOX 382, BARRE, VT, 05641, USA",DAVID A WATSON,12,Inactive
"DAVID ANDERSON HILL, INC.",109327,Domestic Profit Corporation,"396 Peterkin Hill, So. Woodstock, VT, 05071, USA",DAVID ANDERSON HILL,12,Active
"DAVID BENSON, INC.",107338,Domestic Profit Corporation,"2346 RTE 107, BETHEL, VT, 05032, USA",RAYMOND J OBUCHOWSKI ESQ,12,Active
DAVID CAMPANELLI & SONS DEVELOPMENT CORPORATION LLC,331914,Domestic Limited Liability Company,"66 West Hill Road, Warren, VT, 05674, USA",David L Campanelli,12,Terminated
"DAVID EDSON BUILDER, INC.",97763,Domestic Profit Corporation,"PO BOX 225, UNDERHILL CTR, VT, 05490, USA",THOMAS A. LITTLE,12,Inactive
"DAVID H. NELSON AND COMPANY, INC.",91301,Domestic Profit Corporation,"106 WEST STREET, SUITE 3, RUTLAND, VT, 05701, USA",DAVID H NELSON,12,Active
"DAVID J. JACKSON & COMPANY, LLC",328169,Foreign Limited Liability Company,"755 E McArdle Dr, Suite A, Crystal Lake, IL, 60014, USA",AGENT RESIGNED,12,Terminated
DAVID J. THOMPSON MAILING CORP.,85554,Domestic Profit Corporation,"RT. 5 NORTH, ST. JOHNSBURY, VT, 05819, USA","JAMES WHEELER, JR.",12,Dissolved
DAVID L. WELCH & SON,176700,Trade Name,"TUNBRIDGE, VT, 05077, USA",NONE,,Inactive
DAVID MARTIN AND SONS,218524,Trade Name,"1 DIVISION PLACE, BENNINGTON, VT, 05201, USA",NONE,,Inactive
DAVID P. JOHNSON,239856,Trade Name,"PO BXO 298, E CORINTH, VT, 05040, USA",NONE,,Inactive
"DAVID PETERS MASONRY & CONSTRUCTION, LTD.",125882,Domestic Profit Corporation,"2156 WEST SALISBURY ROAD, SALISBURY, VT, 05769, USA",DAVID D. PETERS,12,Active
DAVID S. ROBINSON & ASSOCIATES LLC,5309,Domestic Limited Liability Company,"456 ROUND BARN RD, FERRISBURGH, VT, 05456, USA",DAVID ROBINSON,12,Inactive
"DAVID W. BEESON, O.D., P.C.",124127,Domestic Profit Corporation,"863 HARVEST LN/POB 1550, WILLISTON, VT, 05495, USA","PAUL, FRANK + COLLINS",12,Active
"DAVID W. WHITE AND SON, INC.",82179,Foreign Profit Corporation,"454 SHEFFIELD RD., MANCHESTER, NH, 03103, USA",DON J. BELL,12,Withdrawn
"DAVIDSON & CO., INC.",72727,Domestic Profit Corporation,"QUECHEE, VT, 05059, USA",L. JOHN DAVIDSON,12,Inactive
"DAVIDSON CO., INC. OF MERIDEN",91680,Foreign Profit Corporation,"367 ALUMNI ROAD, NEWINGTON, CT, 06111, USA",CORPORATION SERVICE COMPANY,12,Inactive
DAVIDSON CONSTRUCTION,156432,Trade Name,"83 BEAR TRAP RD, MILTON, VT, 05468, USA",NONE,,Inactive
DAVIDSON CONSTRUCTION LLC,7584,Domestic Limited Liability Company,"83 BEAR TRAP ROAD, MILTON, VT, 05468, USA",ERIC M DAVIDSON,12,Inactive
"DAVIDSON HILL BUILDERS, LLC",16813,Domestic Limited Liability Company,"817 DAVIDSON HILL RD, Chester, VT, 05143, USA",KEVIN C SPAULDING,12,Active
DAVIDSON HILL TRANSPORTATION LLC,351403,Domestic Limited Liability Company,"989 DAVIDSON HILL RD, NORTH SPRINGFIELD, VT, 05150, USA",RICKY KIMBALL,12,Terminated
DAVIDSON HVAC LLC,2899,Domestic Limited Liability Company,"191 Foster Dr, 191 Foster Dr, Bennington, VT, 05201, USA",DOUGLAS A. DAVIDSON,12,Active
DAVIDSON MANUFACTURING,151794,Trade Name,"BARTON ROAD/BOX 543, WAITSFIELD, VT, 05673, USA",NONE,,Inactive
"DAVIDSON PROPERTY, LLC",4838,Domestic Limited Liability Company,"1456 HALLADAY ROAD, MIDDLEBURY, VT, 05753 - 018 , USA",KENT M DAVIDSON,12,Dissolved
DAVIDSON RACING,250259,Trade Name,"BROOKFIELD, VT, USA",NONE,,Inactive
DAVIDSON SPECIALTY FOODS LLC,330836,Foreign Limited Liability Company,"367 Alumni Road, Newington, NH, 06111, USA",C T CORPORATION SYSTEM,9,Active
DAVIDSON'S MEAT & GROCERY,237484,Trade Name,"21 WATER STREET, NORTHFIELD, VT, 05663, USA",NONE,,Inactive
"DAVIDSON, GOURLEY & ACKER, ICN.",78588,Foreign Profit Corporation,"3 CAMPBELL ST, LEBANON, NH, 03766, USA",C. NICHOLAS BURKE,12,Inactive
"DAVIDSON-BABCOCK, INC.",87413,Foreign Profit Corporation,"16011 COLLEGE BLVD 203, LENEXA, KS, 66219, USA","NATIONAL REGISTERED AGENTS, INC.",12,Inactive
"DAVIS AND SONS, INC.",81146,Domestic Profit Corporation,"923 NORTH BRANCH ROAD, RICHFORD, VT, 05476, USA",ROBERT DAVIS,12,Dissolved
"DAVIS AND SWANSON, INC.",60786,Foreign Profit Corporation,"PO BOX 293, TILTON, NH, 03276, USA","JOHN J. ZAWISTOSKI, ESQ.",2,Inactive
DAVIS BURKE & SONS,178371,Trade Name,"POB 86, BROOK RD, BROWNSVILLE, VT, 05037, USA",NONE,,Inactive
DAVIS BURKE & SONS,193138,Trade Name,"219 BROOK RD, W WINDSOR, VT, 05089, USA",GARY BURKE,,Active
DAVIS-ERIKSON INCORORATED,89298,Domestic Profit Corporation,"NO FERRISBURG, VT, 05473, USA",JAMES D. FOLEY,12,Dissolved
"DAVISON CONSTRUCTION, INC.",125662,Domestic Profit Corporation,"3376 WINHALL HOLLOW RD, S LONDONDERRY, VT, 05155, USA",DAVISON SEVIN,12,Dissolved
DAVISON FARM,341173,Trade Name,"1405 Washington Highway, Morrisville, VT, 05661, USA",SHARON GREAVES ROWELL,,Active
"DAVISON PRODUCT GROUP, LLC",36540,Foreign Limited Liability Company,"1515 INTERNATIONAL PKWY, HEATHROW, FL, 32746, USA",KRISTIN WINER,12,Inactive
"DAVISON SURVEYING, INC.",105988,Domestic Profit Corporation,"240 WEST SHORE RD, SOUTH HERO, VT, 05486, USA",SAMUEL J. DAVISON,12,Dissolved
DAWSON (1999) LIMITED PARTNERSHIP,40814,Domestic Limited Partnership,"349 HIGHLANDS DRIVE, WILLISTON, VT, 05495, USA",JOSEPH D FALLON ESQ,,Active
DAWSON DESIGNS,196690,Trade Name,"1028 LAKE DUNMORE RD, SALISBURY, VT, 05769, USA",NONE,,Inactive
"DAWSON DORSET STREET PROPERTIES, LLC",16518,Domestic Limited Liability Company,"349 Highlands Drive, Williston, VT, 05495, USA",TYLER DAWSON,12,Active
"DAWSON ENTERPRISES, INC.",129218,Domestic Profit Corporation,"626 DAIGEL ROAD, PUTNEY, VT, 05346, USA",LAURIE A ROWELL,12,Dissolved
"DAWSON INSURANCE, INC.",76253,Foreign Profit Corporation,"1340 DEPOT ST SUITE 300, ROCKY RIVER, OH, 44116, USA","NATIONAL REGISTERED AGENTS, INC.",12,Withdrawn
DAWSON OF VERMONT,261804,Trade Name,"PO BOX 339, WALLINGFORD, VT, 05773, USA",NONE,,Inactive
DAWSON'S CONTRACTING AND TELEPHONE SERVICE,214042,Trade Name,"204 RIVER RD., ESSEX JCT., VT, 05452, USA",NONE,,Inactive
DAWSON'S FUEL,215235,Trade Name,"BENNINGTON, VT, 05201, USA",NONE,,Inactive
DAWSON'S TOP TO BOTTOM LLC,344935,Domestic Limited Liability Company,"109 Branch St., Apt. 1A, Bennington, VT, 05201, USA","UNITED STATES CORPORATION AGENTS, INC",12,Dissolved
"DAWSON'S, INC.",62805,Domestic Profit Corporation,"BOX 331, WALLINGFORD, VT, 05773, USA",HUGH C. YOUNG,6,Dissolved
DAY & ZIMMERMANN PERSONNEL SERVICES LLC,3514,Foreign Limited Liability Company,"1500 SPRING GARDEN ST., PHILADELPHIA, PA, 19130, USA",C T CORPORATION SYSTEM,12,Cancelled
DB EMERSON BUILDING LLC,5286,Domestic Limited Liability Company,"688 BRAGG HILL ROAD, NORWICH, VT, 05055, USA",DAVID EMERSON,12,Active
"DC BURNHAM & SONS, LLC",7015,Domestic Limited Liability Company,"3697 ROUTE 30, CORNWALL, VT, 05753, USA",DONALD R POWERS ESQ,12,Active
DE MAISON SELECTIONS INC.,353654,Foreign Profit Corporation,"101 Cosgrove Ave #220, Chapel Hill, NC, 27514, USA","CORPORATE CREATIONS NETWORK, INC.",12,Active
DEALS ON WHEELS,156620,Trade Name,"P.O. BOX 238, UNDERHILL, VT, 05489, USA",NONE,,Inactive
DEALS ON WHEELS,169308,Trade Name,"589 E MAIN STREET, NEWPORT, VT, 05855, USA",NONE,,Inactive
DEALS ON WHEELS,274940,Trade Name,"POB 1218, 589 E.MAIN, NEWPORT, VT, 05855, USA",NONE,,Inactive
"DEALS ON WHEELS, INC.",101307,Domestic Profit Corporation,"RR2, BOX 2025, UNDERHILL, VT, 05489, USA",RICHARD HARVEY,12,Dissolved
"DEAN HANSON, INC.",65525,Domestic Profit Corporation,"BENNINGTON, VT, 05201, USA",DEAN F. HANSON,12,Dissolved
DEBORAH ABRAMSON,266134,Trade Name,"514 HOWES RD, MORETOWN, VT, 05660, USA",NONE,,Inactive
DEBORAH HARRISON LCSW,172467,Trade Name,"POB 16, 2091 MAIN ST, CAVENDISH, VT, 05142, USA",Deborah O'Brien,,Active
DEBRA LEE ROBERSON,156811,Trade Name,"RR 1/BOX 3B, ROCHESTER, VT, 05767, USA",NONE,,Inactive
DECKER & SONS LOGGING,215512,Trade Name,"RD 1, BOX 325, FAIRFAX, VT, 05454, USA",NONE,,Inactive
"DECKER & SONS, INC.",112681,Domestic Profit Corporation,"325 SWAMP RD, FAIRFAX, VT, 05454, USA",MARGOT MONTGOMERY,12,Inactive
"DEFELICE & SONS, INC.",70280,Foreign Profit Corporation,"28 OLD PINE TREE CEMETER, WEST LEBANON, NH, 03784, USA",C. NICHOLAS BURKE,12,Withdrawn
DEFIANT CREW MC OF ADDISON COUNTY VT INC.,329484,Domestic Non-profit Corporation,"1704 Tyler Bridge Road, Bristol, VT, 05443, USA",jacob,,Terminated
"DEIRDRE H. DONALDSON, M.D., PLC",1663,Domestic Professional Limited Liability Company,"491 Coolidge Highway, Guilford, VT, 05301, USA",DEIRDRE H DONALDSON MD,12,Active
"DELABRUERE & SON SAND, GRAVEL & EXCAVATION, INC.",119040,Domestic Profit Corporation,"PO BOX 55 28 ROUTE 114, ISLAND POND, VT, 05846, USA","ROBERT P. DELABRUERE, JR.",12,Inactive
"DELABRUERE & SON SAND, GRAVEL, & EXCAVATING",242991,Trade Name,"BRIGHTON, VT, USA",NONE,,Inactive
"DELAND, GIBSON INSURANCE ASSOCIATES, INC.",311055,Foreign Profit Corporation,"36 Washington Street, Wellesley Hills, MA, 02481, USA",C T CORPORATION SYSTEM,12,Active
DELAWARE AND HUDSON RAILWAY COMPANY,46145,Foreign Profit Corporation,"1209 ORANGE STREET, WILMINGTON, DE, 19801, USA",HARRY BLACK,12,Inactive
DELICIOUS! PERSONAL CHEF SERVICE,267900,Trade Name,"806 LONG POINT RD, NO FERRISBURG, VT, 05473, USA",NONE,,Inactive
"DELMOLINO & SONS, INC.",318843,Foreign Profit Corporation,"275 NORTH STREET, CHESHIRE, MA, 01225, USA",KEVIN MULCAHY,12,Active
"DELWIN L. LEWIS & SON, INC.",64680,Domestic Profit Corporation,"STRAFFORD, VT, 05072, USA",DELWIN L. LEWIS,12,Inactive
"DENISE ANDERSON, PLLC",336682,Foreign Professional Limited Liability Company,"85 North Main Street, Suite 245, White River Junction, VT, 05001, USA",Denise M. Anderson,12,Active
DENISE SAMPSON' SALON,242726,Trade Name,"33 FERN DRIVE, GUILFORD, VT, 05301, USA",NONE,,Inactive
DENISON PROPERTIES LLC,32720,Domestic Limited Liability Company,"65 Preston Road, Orange, VT, 05641, USA",DOUGLAS T. DENISON,12,Terminated
DENNIS DESCHENEAU & SON TRANSPORT,217277,Trade Name,"4836 VT RTE 105, NEWPORT CTR, VT, 05857, USA",NONE,,Inactive
"DENNIS DESCHENEAU & SON TRANSPORT, INC.",126588,Domestic Profit Corporation,"4836 VT. ROUTE 105, NEWPORT CTR., VT, 05857, USA",DENNIS DESCHENEAU,12,Inactive
"DENNIS JOHNSON CONTRACTING, INC.",121734,Domestic Profit Corporation,"107 QUIET ACRES ROAD, MANCHESTER CTR, VT, 05255, USA",DENNIS JOHNSON,12,Dissolved
"DENNISON ENVIRONMENTAL SERVICES, INC. OF DELAWARE",63185,Foreign Profit Corporation,"32 LOOCKERMAN SQUARE, DOVER, DE, 19901, USA",PETER ANDERSON,2,Inactive
"DENNISON ENVIRONMENTAL, INC.",61483,Foreign Profit Corporation,"74 COMMERCE WAY, WOBURN, MA, 01801, USA",THOMAS BROIDO,12,Inactive
DENNISON MANUFACTURING COMPANY,47388,Foreign Profit Corporation,"150 N. ORANGE GROVE BLVD, PASADENA, CA, 91103, USA",U.S. CORPORATION COMPANY,12,Withdrawn
DENNY & SON TRANSPORTATION INC.,125186,Domestic Profit Corporation,"PO BOX 216, ROUTE 103, E WALLINGFORD, VT, 05742, USA",DENNIS PARSONS,12,Inactive
DENTAL PERSONNEL PLACEMENT OF VT.,215672,Trade Name,"75 HAWTHORNE CIRCLE, S. BURLINGTON, VT, 05401, USA",NONE,,Inactive
"DENTON & SONS, LLC",308,Domestic Limited Liability Company,"600 DENTON HILL RD, CRAFTSBURY, VT, 05826, USA",PRISCILLA DENTON,12,Dissolved
"DERBY FOUR SEASONS MOTEL, INC.",111710,Domestic Profit Corporation,"444 E. MAIN ST, NEWPORT, VT, 05855, USA",FREDRICK OESCHGER,12,Active
DERRICK DUNBAR AND SON LOGGING,307945,Trade Name,"694 summer hill rd, walden, VT, 05843, USA",tristan dunbar,,Active
DESIGN WORKS BY LYSSA FLORENCE HENDERSON,236608,Trade Name,"275 FLYNN AVE., BURLINGTON, VT, 05401, USA",NONE,,Inactive
DESIGNS ON YOU,161322,Trade Name,"WOODSTOCK, VT, 05091, USA",NONE,,Inactive
"DESIREE A. JOHNSON, ATTORNEY AT LAW",249978,Trade Name,"188 NORTH STREET, BURLINGTON, VT, 05401, USA",NONE,,Inactive
DESJARDIN MASONRY,184320,Trade Name,"9004 WILLISTON ROAD, WILLISTON, VT, 05495, USA",NONE,,Inactive
"DETACHMENT OF VERMONT, SONS OF THE AMERICAN LEGION",336299,Trade Name,"126 State St, American Legion, Montpelier, VT, 05601 - 7131, USA",Donald T. Tetreault,,Active
DETAILS ON DEMAND,202655,Trade Name,"30 LAKEFOREST DR, BURLINGTON, VT, 05401, USA",NONE,,Inactive
"DETAILS ON DEMAND, INC.",124203,Domestic Profit Corporation,"29 TAFTS CORNER CTR #303, WILLISTON, VT, 05495, USA","BRUCE D. BAKER, ESQ.",12,Inactive
"DEWEY DYSON, INC",131237,Domestic Profit Corporation,"1959 BARBER POND ROAD, POWNAL, VT, 05261, USA",KATHLEEN GAFFNEY,12,Inactive
DEWEY'S SEWING & PERSONAL SERVICES,208616,Trade Name,"90 SOUTH MAIN ST., NORTHFIELD, VT, 05663, USA",NONE,,Inactive
DEYO & SONS TRUCKING,153604,Trade Name,"RR 2, BOX 4881, MONTPELIER, VT, 05602, USA",NONE,,Inactive
"DEYO & SONS TRUCKING, LLC",5969,Domestic Limited Liability Company,"278 JUNCTION ROAD, BERLIN, VT, 05602, USA",ELDORA M. DEYO,12,Active
DF MASONRY,184013,Trade Name,"HUNTINGTON, VT, USA",NONE,,Expired
"DIAMOND & ROBINSON, P.C.",82592,Domestic Profit Corporation,"15 EAST STATE ST., MONTPELIER, VT, 05602, USA","Steven P. Robinson, Esquire",12,Active
DIAPASON ENTERPRISES,286423,Trade Name,"14 PLEASA,PO BOX 699, MILTON, VT, 05468, USA",NONE,,Expired
DIAPASON ENTERPRISES,353798,Trade Name,"14 pleasant pl., Milton, VT, 05468, USA",Denise DiMauro,,Active
"DICKERSON EMPLOYEE BENEFITS, INC.",87935,Foreign Profit Corporation,"1918 RIVERSIDE DR, LOS ANGELES, CA, 90039, USA","REGISTERED AGENT SOLUTIONS, INC.",12,Terminated
DICKERSON LAWN CARE,323457,Trade Name,"26A VT Route 22a, Panton, VT, 05491, USA",Shon Dickerson,,Active
DICKINSON & BARROWS CONSTRUCTION LLC,22713,Domestic Limited Liability Company,"554 sportsman's cove, hartland, VT, 05048, USA",JAMES ARRUDA,12,Terminated
"DICKINSON & BRANON DENTALCARE, PLLC",3123,Domestic Professional Limited Liability Company,"12 Mapleville Depot, St. Albans, VT, 05478, USA",RICHARD A DICKINSON DDS,12,Terminated
DICKINSON & COMPANY,188306,Trade Name,"439 MAPLE AVE., SARATOGA SPR., NY, 12866, USA",FREDERICK M. NOBLE,,Inactive
DICKINSON & SUTHERLAND CERTIFIED PUBLIC ACCOUNTANTS,172600,Trade Name,"439 MAPLE AVE., SARATOGA SPRGS, NY, 12866, USA",JOSEPH HALL,,Inactive
"DICKINSON FLEET SERVICES, LLC",278939,Foreign Limited Liability Company,"4709 W 96TH ST, INDIANAPOLIS, IN, 46268, USA",NORTHWEST REGISTERED AGENT LLC,12,Active
"DICKINSON REALTY, LLC",20285,Domestic Limited Liability Company,"12 MAPLEVILLE DEPOT, ST ALBANS, VT, 05478, USA",EILEEN DICKINSON,12,Active
"DICKINSON REALTY, LLC",142853,Name Reservation,"ST ALBANS, VT, USA",NONE,,Expired
"DICKINSON TRUCKING & EARTHWORKS, INC.",119092,Domestic Profit Corporation,NONE,CHRISTOPHER HEDGES,12,Inactive
DICKINSON'S REACH YURTS,290701,Trade Name,"GUILFORD, VT, USA",NONE,,Expired
"DICKSON ASSOCIATES, INC.",83801,Domestic Profit Corporation,"BOX 207, 2 FACTORY ST, JAMAICA, VT, 05343, USA",JEFFREY C. DICKSON,11,Inactive
DICKSON BROS. DRILLING & BLASTING CO.,195161,Trade Name,"4545 CANO DR., BARRE, VT, 05641, USA",NONE,,Inactive
"DICKSON BROS. DRILLING AND BLASTING, INC.",111118,Domestic Profit Corporation,"CANO DRIVE, BARRE, VT, 05641, USA","R. DICKSON, JR.",12,Inactive
