"Entity#","Name","Type","Filing Date","Exp. Date","Status","Location","County","State","View Report"
"RN123809","FOSTER & SON GENERAL CONTRACTOR'S","REGISTERED TRADE NAME","07/10/1989","-","Cancelled","-","Conversion","-","SHOW DETAILS"
"785132","FOSTER AND SON GENERAL CONTRACTORS, INC.","CORPORATION FOR PROFIT","11/28/1990","-","Cancelled","CINCINNATI","HAMILTON","OHIO","SHOW DETAILS"
"544444","FOSTER HARRIS & SON, INC.","CORPORATION FOR PROFIT","10/31/1979","-","Cancelled","HARRISON","HAMILTON","OHIO","SHOW DETAILS"
"1438391","FOX AND SON INC.","CORPORATION FOR PROFIT","01/29/2004","-","Active","KENT-","PORTAGE","-","SHOW DETAILS"
"541199","FRALEY & SON CONSTRUCTION COMPANY, INC.","CORPORATION FOR PROFIT","08/31/1979","-","Active","ST. MARYS","AUGLAIZE","OHIO","SHOW DETAILS"
"343111","FRANK A. DAVIS & SON, INC.","CORPORATION FOR PROFIT","08/27/1965","-","Dead","COLUMBS","FRANKLIN","OHIO","SHOW DETAILS"
"985680","FRANK AND SON, INC.","CORPORATION FOR PROFIT","07/11/1997","-","Dead","COLUMBUS","FRANKLIN","OHIO","SHOW DETAILS"
"550341","FRANK B. WHISMAN & SON, INC.","CORPORATION FOR PROFIT","02/21/1980","-","Cancelled","MIDDLETOWN","BUTLER","OHIO","SHOW DETAILS"
"266052","FRANK BUERGLER & SON BUILDERS, INC.","CORPORATION FOR PROFIT","09/10/1957","-","Active","PARMA","CUYAHOGA","OHIO","SHOW DETAILS"
"RN156754","FRANK DIENES AND SON FLOOR SANDING AND FINISHING SERVICE","REGISTERED TRADE NAME","04/16/1992","-","Dead","-","Conversion","-","SHOW DETAILS"
"FN5770","FRANK GILLESPIE & SON","FICTITIOUS NAMES","11/22/1978","-","Cancelled","-","Conversion","-","SHOW DETAILS"
"824201","FRANK J. STOLITZKA & SON, INC.","CORPORATION FOR PROFIT","07/21/1992","-","Active","AKRON","SUMMIT","OHIO","SHOW DETAILS"
"3981502","FRANK LILL & SON, INC.","FOREIGN CORPORATION","01/24/2017","-","Active","-","-","NEW YORK","SHOW DETAILS"
"508793","FRANK MORRISON & SON COMPANY","CORPORATION FOR PROFIT","12/20/1977","-","Active","CLEVELAND","CUYAHOGA","OHIO","SHOW DETAILS"
"2259987","FRANK ROMEI & SON PLUMBING","REGISTERED TRADE NAME","01/13/2014","01/13/2019","Cancelled","--","-","-","SHOW DETAILS"
"2335854","FRANK ROMEI & SON PLUMBING LLC","DOMESTIC LIMITED LIABILITY COMPANY","10/16/2014","-","Active","--","-","-","SHOW DETAILS"
"107424","FRANK W. WINNE & SON INC.","FOREIGN CORPORATION","06/05/1923","-","Dead","-","-","PENNSYLVANIA","SHOW DETAILS"
"2006916","FRANK WINNE & SON INC","FOREIGN CORPORATION","03/21/2011","-","Active","-","-","NEW JERSEY","SHOW DETAILS"
"1315792","FRANKS & SON RESTORATION, INC.","CORPORATION FOR PROFIT","05/01/2002","-","Cancelled","DUBLIN-","FRANKLIN","-","SHOW DETAILS"
"1318870","FRANKS & SON TRUCKING, LLC","FOREIGN LIMITED LIABILITY COMPANY","05/16/2002","-","Active","-","-","OKLAHOMA","SHOW DETAILS"
"1932787","FRANKSON & SON TRUCKING","FICTITIOUS NAMES","04/26/2010","04/26/2015","Cancelled","--","-","-","SHOW DETAILS"
"4214899","FRED BERGER & SON, LLC","DOMESTIC LIMITED LIABILITY COMPANY","07/27/2018","-","Active","--","-","-","SHOW DETAILS"
"FN7915","FRED GISCHEL AND SON","FICTITIOUS NAMES","01/02/1979","01/02/2004","Cancelled","--","-","-","SHOW DETAILS"
"260978","FRED J. SCHULTZ & SON, INC.","CORPORATION FOR PROFIT","01/30/1957","-","Dead","TOLEDO","LUCAS","OHIO","SHOW DETAILS"
"299999","FRED M. GRIFFITHS & SON, INC.","CORPORATION FOR PROFIT","04/26/1961","-","Dead","YOUNGSTOWN","MAHONING","OHIO","SHOW DETAILS"
"993813","FRED PHILLIPS & SON, INC.","CORPORATION FOR PROFIT","10/07/1997","-","Dead","CROWN CITY","GALLIA","OHIO","SHOW DETAILS"
"835315","FRED WHITE & SON, INC.","CORPORATION FOR PROFIT","01/06/1993","-","Dead","GALENA","DELAWARE","OHIO","SHOW DETAILS"
"1531952","FRED WHITE & SON, LLC","DOMESTIC LIMITED LIABILITY COMPANY","03/28/2005","-","Active","--","-","-","SHOW DETAILS"
"837214","FRED WRIGHT & SON CONSTRUCTION CORP.","FOREIGN CORPORATION","02/03/1993","-","Active","-","-","INDIANA","SHOW DETAILS"
"820058","FRED ZINK & SON CONSTRUCTION AND EXCAVATING, INC.","CORPORATION FOR PROFIT","05/21/1992","-","Active","CLAYTON","MONTGOMERY","OHIO","SHOW DETAILS"
"764854","FREE & SON PLUMBING & HEATING, INC.","CORPORATION FOR PROFIT","01/16/1990","-","Dead","WAUSEON","FULTON","OHIO","SHOW DETAILS"
"4278619","FRESHLEY & SON PLUMBING, HEATING, PUMPS","REGISTERED TRADE NAME","01/09/2019","01/09/2024","Active","--","-","-","SHOW DETAILS"
"1945344","FRITTER & SON LOGGING, L.L.C.","DOMESTIC LIMITED LIABILITY COMPANY","06/21/2010","-","Active","--","-","-","SHOW DETAILS"
"1139939","FRITTS PAINTING & SON, INC.","CORPORATION FOR PROFIT","03/15/2000","-","Cancelled","CINCINNATI-","HAMILTON","-","SHOW DETAILS"
"516035","FRITZ & SON PLUMBING, INC.","CORPORATION FOR PROFIT","05/11/1978","-","Active","SHARONVILLE","HAMILTON","OHIO","SHOW DETAILS"
"1382555","FROST & SON TRUCKING, INC.","CORPORATION FOR PROFIT","04/17/2003","-","Cancelled","NORTH RIDGEVILLE-","LORAIN","-","SHOW DETAILS"
"661697","FRY & SON BUILDERS, INC.","CORPORATION FOR PROFIT","09/05/1985","-","Cancelled","PATASKALA","LICKING","OHIO","SHOW DETAILS"
"4086830","FULLER & SON PAINTING","REGISTERED TRADE NAME","10/23/2017","10/23/2022","Active","--","-","-","SHOW DETAILS"
"709609","FULMER & SON, INC.","CORPORATION FOR PROFIT","09/25/1987","-","Active","KETTERING","MONTGOMERY","OHIO","SHOW DETAILS"
"874633","FULTZ & SON, INC.","CORPORATION FOR PROFIT","06/22/1994","-","Active","CLYDE","SANDUSKY","OHIO","SHOW DETAILS"
"FN68058","FULTZ AND SON HAULING","FICTITIOUS NAMES","10/27/1994","10/27/2004","Cancelled","--","-","-","SHOW DETAILS"
"1628457","FW BEER AND SON MASONRY, LLC","DOMESTIC LIMITED LIABILITY COMPANY","06/08/2006","-","Active","--","-","-","SHOW DETAILS"
"RN182658","G & SON HOME IMPROVEMENTS","REGISTERED TRADE NAME","02/22/1994","02/22/1999","Cancelled","--","-","-","SHOW DETAILS"
"334832","G. A. KREBS & SON, INC.","CORPORATION FOR PROFIT","11/02/1964","-","Active","NEWARK","LICKING","OHIO","SHOW DETAILS"
"203064","G. A. WINTZER AND SON COMPANY","CORPORATION FOR PROFIT","07/16/1947","-","Active","WAPAKONETA","AUGLAIZE","OHIO","SHOW DETAILS"
"308116","G. ARMANINO & SON, INC.","FOREIGN CORPORATION","02/16/1962","-","Cancelled","null","Conversion","CALIFORNIA","SHOW DETAILS"
"738362","G. D. EDGERTON & SON, INC.","CORPORATION FOR PROFIT","12/12/1988","-","Dead","SALEM","COLUMBIANA","OHIO","SHOW DETAILS"
"157479","G. H. BUSCH AND SON, INC.","CORPORATION FOR PROFIT","12/12/1933","-","Active","CLEVELAND","CUYAHOGA","OHIO","SHOW DETAILS"
"RN79498","G. M. BAKER & SON COMPANY, DIVISION, MOODY'S OF DAYTON, INC.","REGISTERED TRADE NAME","09/13/1984","09/13/2004","Cancelled","--","-","-","SHOW DETAILS"
"1053971","G. MARCHI & SON, LLC.","DOMESTIC LIMITED LIABILITY COMPANY","01/06/1999","-","Active","--","-","-","SHOW DETAILS"
"513977","G. R. SCHWAN AND SON TRUCKING, INC.","CORPORATION FOR PROFIT","04/03/1978","-","Cancelled","MONROEVILLE","HURON","OHIO","SHOW DETAILS"
"272411","G. W. ATKINSON & SON, INC.","CORPORATION FOR PROFIT","07/01/1958","-","Dead","COLUMBUS","FRANKLIN","OHIO","SHOW DETAILS"
"2435814","G.G.R.E. SON CENTRAL II ARLINGTON LLC","DOMESTIC LIMITED LIABILITY COMPANY","10/09/2015","-","Active","--","-","-","SHOW DETAILS"
"1504397","G.M. BAKER & SON COMPANY, A DIVISON, OF MOODY'S OF DAYTON, INC.","REGISTERED TRADE NAME","11/29/2004","11/29/2009","Cancelled","--","-","-","SHOW DETAILS"
"2279739","G.M. BAKER & SON COMPANY, DIVISION, MOODY'S OF DAYTON, INC.","FICTITIOUS NAMES","03/20/2014","03/20/2024","Active","--","-","-","SHOW DETAILS"
"1402283","G.W. COOK &N SON, LTD.","DOMESTIC LIMITED LIABILITY COMPANY","07/29/2003","-","Active","--","-","-","SHOW DETAILS"
"1139292","GADDIS & SON CREATIVE CONCRETE DESIGN","REGISTERED TRADE NAME","02/07/2000","02/07/2005","Cancelled","--","-","-","SHOW DETAILS"
"427074","GADDIS & SON, INC.","CORPORATION FOR PROFIT","07/07/1972","-","Active","COLUMBUS","FRANKLIN","OHIO","SHOW DETAILS"
"1407284","GALLAGHER AND SON","REGISTERED TRADE NAME","08/25/2003","08/25/2008","Cancelled","--","-","-","SHOW DETAILS"
"503972","GALLO MARCHI & SON, INC.","CORPORATION FOR PROFIT","09/09/1977","-","Dead","WESTERVILLE","FRANKLIN","OHIO","SHOW DETAILS"
"793585","GAP & SON, INC.","CORPORATION FOR PROFIT","04/01/1991","-","Cancelled","CLEVELAND","CUYAHOGA","OHIO","SHOW DETAILS"
"4167667","GARCIA AND SON TRUCKING LLC","FOREIGN LIMITED LIABILITY COMPANY","04/23/2018","-","Active","-","-","FLORIDA","SHOW DETAILS"
"3942534","GARDENIA AND SON, LLC","DOMESTIC LIMITED LIABILITY COMPANY","09/19/2016","-","Active","--","-","-","SHOW DETAILS"
"2178763","GARDNER & SON CONSTRUCTION, LLC","DOMESTIC LIMITED LIABILITY COMPANY","03/01/2013","-","Active","--","-","-","SHOW DETAILS"
"2334339","GARRISON & SON, LLC","DOMESTIC LIMITED LIABILITY COMPANY","10/10/2014","-","Active","--","-","-","SHOW DETAILS"
"1186063","GARY ANDERSON & SON REMODELING, INC.","CORPORATION FOR PROFIT","10/09/2000","-","Active","CINCINNATI-","HAMILTON","-","SHOW DETAILS"
"1026681","GATTOZZI & SON FUNERAL HOME","FICTITIOUS NAMES","07/27/1998","07/27/2003","Cancelled","--","-","-","SHOW DETAILS"
"438814","GATTOZZI AND SON FUNERAL HOMES, INC.","CORPORATION FOR PROFIT","05/01/1973","-","Dead","CHESTERLAND","GEAUGA","OHIO","SHOW DETAILS"
"2400036","GAVIN AND SON TOWING, LLC","DOMESTIC LIMITED LIABILITY COMPANY","06/09/2015","-","Active","--","-","-","SHOW DETAILS"
"1536689","GEDEON & SON TRUCKING, INC.","CORPORATION FOR PROFIT","04/26/2005","-","Cancelled","CLEVELAND-","CUYAHOGA","-","SHOW DETAILS"
"488723","GEHRKE & SON MFG. CO., INC.","CORPORATION FOR PROFIT","10/27/1976","-","Cancelled","LORAIN","LORAIN","OHIO","SHOW DETAILS"
"1403436","GENCARELLI & SON ROOFING, LLC","DOMESTIC LIMITED LIABILITY COMPANY","08/04/2003","-","Active","--","-","-","SHOW DETAILS"
"526846","GENE ADAMS & SON CONTRACTORS, INC.","CORPORATION FOR PROFIT","12/04/1978","-","Cancelled","WORTHINGTON","FRANKLIN","OHIO","SHOW DETAILS"
"527098","GENE CROW & SON, INC.","CORPORATION FOR PROFIT","12/11/1978","-","Cancelled","LEBANON","WARREN","OHIO","SHOW DETAILS"
"1730040","GENE D. YOST & SON, INC.","FOREIGN CORPORATION","09/28/2007","-","Dead","-","-","OKLAHOMA","SHOW DETAILS"
"RN78863","GENE HART & SON EXCAVATING","REGISTERED TRADE NAME","08/13/1984","-","Cancelled","-","Conversion","-","SHOW DETAILS"
"473866","GENE PTACEK & SON FIRE EQUIPMENT CO. INC.","CORPORATION FOR PROFIT","11/17/1975","-","Active","BROOKLYN","CUYAHOGA","OHIO","SHOW DETAILS"
"543930","GENE REESE & SON, INC.","CORPORATION FOR PROFIT","10/22/1979","-","Active","CEDARVILLE VILLAGE","GREENE","OHIO","SHOW DETAILS"
"1737939","GENUINE SON, LLC","DOMESTIC LIMITED LIABILITY COMPANY","11/05/2007","-","Active","--","-","-","SHOW DETAILS"
"229371","GEO. B. DEARDORFF & SON, INC.","CORPORATION FOR PROFIT","08/27/1952","-","Dead","DOVER","Conversion","OHIO","SHOW DETAILS"
"946894","GEO. BEUTTEL & SON, INC.","FOREIGN CORPORATION","06/28/1996","-","Active","-","-","KENTUCKY","SHOW DETAILS"
"280701","GEO. DEMETER & SON, INC.","CORPORATION FOR PROFIT","05/11/1959","-","Cancelled","COLUMBUS","FRANKLIN","OHIO","SHOW DETAILS"
"1320648","GEO. H. ROHDE & SON FUNERAL HOME","REGISTERED TRADE NAME","05/28/2002","05/28/2022","Active","--","-","-","SHOW DETAILS"
"217507","GEO. H. YATES & SON, INC.","CORPORATION FOR PROFIT","03/31/1950","-","Dead","YOUNGSTOWN","MAHONING","OHIO","SHOW DETAILS"
"111079","GEO. MILLER & SON, INC.","CORPORATION FOR PROFIT","03/20/1924","-","Active","DAYTON","MONTGOMERY","OHIO","SHOW DETAILS"
"1282594","GEO. V. BULLEN & SON, FLORIDA, INC.","FOREIGN CORPORATION","12/21/2001","-","Cancelled","-","-","FLORIDA","SHOW DETAILS"
"509299","GEO. WELSCH & SON CO.","CORPORATION FOR PROFIT","01/03/1978","-","Active","CLEVELAND","CUYAHOGA","OHIO","SHOW DETAILS"
"231400","GEORGE A. TROMBLEY & SON, INC.","CORPORATION FOR PROFIT","01/06/1953","-","Cancelled","TOLEDO","LUCAS","OHIO","SHOW DETAILS"
"537775","GEORGE ARSULIC & SON MASONRY, INC.","CORPORATION FOR PROFIT","06/25/1979","-","Cancelled","CONCORD TWP.","LAKE","OHIO","SHOW DETAILS"
"807453","GEORGE BORDNER & SON BUILDERS, INC.","CORPORATION FOR PROFIT","11/18/1991","-","Cancelled","CANTON","STARK","OHIO","SHOW DETAILS"
"294408","GEORGE E. MCNAB & SON AGENCY, INC.","CORPORATION FOR PROFIT","09/30/1960","-","Dead","POLAND","MAHONING","OHIO","SHOW DETAILS"
"342475","GEORGE F. PETERS & SON, INC.","CORPORATION FOR PROFIT","08/03/1965","-","Active","TOLEDO","LUCAS","OHIO","SHOW DETAILS"
"459262","GEORGE GILMORE & SON INSURANCE AGENCY, INC.","CORPORATION FOR PROFIT","10/22/1974","-","Active","STEUBENVILLE","JEFFERSON","OHIO","SHOW DETAILS"
"220490","GEORGE H. ROHDE & SON, INC.","CORPORATION FOR PROFIT","10/30/1950","-","Active","CINCINNATI","HAMILTON","OHIO","SHOW DETAILS"
"620934","GEORGE HESS & SON BUILDERS, INC.","CORPORATION FOR PROFIT","09/25/1983","-","Active","NEWBURY TOWNSHIP","GEAUGA","OHIO","SHOW DETAILS"
"155952","GEORGE KILLEEN AND SON, INC.","CORPORATION FOR PROFIT","07/14/1933","-","Active","LONDON","MADISON","OHIO","SHOW DETAILS"
"450208","GEORGE MACAUDA & SON, INC.","CORPORATION FOR PROFIT","02/28/1974","-","Cancelled","SOUTH EUCLID","CUYAHOGA","OHIO","SHOW DETAILS"
"LP716","GEORGE W. TIMMONS & SON LIMITED PARTNERSHIP","LIMITED PARTNERSHIP","12/23/1997","-","Active","-","-","OHIO","SHOW DETAILS"
"RN97274","GEORGE W. TIMMONS & SON LIMITED PARTNERSHIP","REGISTERED TRADE NAME","12/30/1986","12/30/2011","Cancelled","--","-","-","SHOW DETAILS"
"FN36092","GEORGE W. TIMMONS & SON LIMITED PARTNERSHIP","FICTITIOUS NAMES","12/30/1986","-","Dead","-","Conversion","-","SHOW DETAILS"
"378022","GEORGE W. TIMMONS & SON, INC.","CORPORATION FOR PROFIT","11/29/1968","-","Dead","COLUMBUS","FRANKLIN","OHIO","SHOW DETAILS"
"261923","GEORGE WAGNER & SON, INC.","CORPORATION FOR PROFIT","03/08/1957","-","Dead","CINCINNATI","HAMILTON","OHIO","SHOW DETAILS"
"255099","GERHART & SON GREENHOUSE, INC.","CORPORATION FOR PROFIT","05/04/1956","-","Cancelled","NORTH RIDGEVILLE","LORAIN","OHIO","SHOW DETAILS"
"1928477","GERLER AND SON, INC.","FOREIGN CORPORATION","04/07/2010","-","Active","-","-","WASHINGTON","SHOW DETAILS"
"491476","GESLER AND SON CONSTRUCTION CO.","CORPORATION FOR PROFIT","12/30/1976","-","Cancelled","WAPAKONETA","AUGLAIZE","OHIO","SHOW DETAILS"
"3842611","GI SON LLC","DOMESTIC LIMITED LIABILITY COMPANY","12/24/2015","-","Active","--","-","-","SHOW DETAILS"
"1409841","GIBSON & SON EXTERIOR COMPANY","REGISTERED TRADE NAME","09/08/2003","09/08/2008","Cancelled","--","-","-","SHOW DETAILS"
"1621959","GIBSON AND SON CONSTRUCTION LLC","DOMESTIC LIMITED LIABILITY COMPANY","05/08/2006","-","Active","--","-","-","SHOW DETAILS"
"319833","GIESKEN & SON BUILDING CO.","CORPORATION FOR PROFIT","04/29/1963","12/29/1997","Cancelled","CINCINNATI","HAMILTON","OHIO","SHOW DETAILS"
"413606","GILBERT DOOLEY & SON, INC.","CORPORATION FOR PROFIT","07/28/1971","-","Cancelled","DAYTON","MONTGOMERY","OHIO","SHOW DETAILS"
"4205600","GILES AND SON PROPERTIES, L.L.C.","DOMESTIC LIMITED LIABILITY COMPANY","07/03/2018","-","Active","--","-","-","SHOW DETAILS"
"1023759","GILLILAND AND SON ROOFING, LLC","DOMESTIC LIMITED LIABILITY COMPANY","07/20/1998","-","Active","--","-","-","SHOW DETAILS"
"287242","GILLOTA AND SON INC.","CORPORATION FOR PROFIT","01/15/1960","-","Dead","GARFIELD HEIGHTS","CUYAHOGA","OHIO","SHOW DETAILS"
"1106353","GILMOUR & SON CONSTRUCTION, INC.","CORPORATION FOR PROFIT","08/06/1999","-","Active","WINDSOR-","ASHTABULA","-","SHOW DETAILS"
"FN26531","GINDLESBERGER & SON","FICTITIOUS NAMES","07/30/1984","-","Cancelled","-","Conversion","-","SHOW DETAILS"
"699389","GINDLESBERGER & SON, INC.","CORPORATION FOR PROFIT","04/20/1987","-","Cancelled","CANAL FULTON","STARK","OHIO","SHOW DETAILS"
"2370268","GIO & SON LLC","DOMESTIC LIMITED LIABILITY COMPANY","03/02/2015","-","Active","--","-","-","SHOW DETAILS"
"992137","GLASER AND SON, L.L.C.","DOMESTIC LIMITED LIABILITY COMPANY","09/18/1997","09/18/2022","Active","-","-","OHIO","SHOW DETAILS"
"RN238913","GLASER AND SON, L.L.C.","REGISTERED TRADE NAME","09/18/1997","09/18/2017","Cancelled","--","-","-","SHOW DETAILS"
"329269","GLENN GRAFFICE & SON, INC","CORPORATION FOR PROFIT","04/10/1964","-","Dead","WOODVILLE","SANDUSKY","OHIO","SHOW DETAILS"
"4358183","GOD'S SON TRANSPORTATION LLC","DOMESTIC LIMITED LIABILITY COMPANY","07/15/2019","-","Active","--","-","-","SHOW DETAILS"
"2134597","GOLDEN SON LTD.","DOMESTIC LIMITED LIABILITY COMPANY","09/07/2012","-","Active","--","-","-","SHOW DETAILS"
"4216009","GONZALEZ LANDSCAPING AND SON LLC","DOMESTIC LIMITED LIABILITY COMPANY","07/31/2018","-","Active","--","-","-","SHOW DETAILS"
"583038","GOODMAN & SON, MANUFACTURING JEWELERS, INC.","CORPORATION FOR PROFIT","10/09/1981","-","Cancelled","COLUMBUS","FRANKLIN","OHIO","SHOW DETAILS"
"1705677","GRALEY & SON BUILDERS LP","LIMITED PARTNERSHIP","06/08/2007","-","Active","--","-","-","SHOW DETAILS"
"1532615","GRANGE AND SON LLC","DOMESTIC LIMITED LIABILITY COMPANY","04/12/2005","-","Active","--","-","-","SHOW DETAILS"
"414110","GRAUMLICH & SON, INC.","CORPORATION FOR PROFIT","08/10/1971","-","Active","COLUMBUS","FRANKLIN","OHIO","SHOW DETAILS"
"1713455","GRAY AND SON CONSTRUCTION, LLC","DOMESTIC LIMITED LIABILITY COMPANY","07/13/2007","-","Active","--","-","-","SHOW DETAILS"
"4014141","GRAYSON N SON LAWNCARE N SNOWPLOW REMOVAL","REGISTERED TRADE NAME","04/04/2017","04/04/2022","Active","--","-","-","SHOW DETAILS"
"4014140","GRAYSON N SON LAWNCARE N SNOWPLOW REMOVAL LLC","DOMESTIC LIMITED LIABILITY COMPANY","04/04/2017","04/06/2117","Active","--","-","-","SHOW DETAILS"
"574983","GREEN & SON TRUCK BROKERS, INC.","CORPORATION FOR PROFIT","05/20/1981","-","Cancelled","COLUMBUS","FRANKLIN","OHIO","SHOW DETAILS"
"873219","GREENE & SON BURIAL VAULT, INC.","CORPORATION FOR PROFIT","06/06/1994","-","Cancelled","LYNDHURST","CUYAHOGA","OHIO","SHOW DETAILS"
"1509389","GREG AND SON TRUCKING, LLC","DOMESTIC LIMITED LIABILITY COMPANY","12/20/2004","-","Active","--","-","-","SHOW DETAILS"
"721609","GRIESER & SON, INC.","CORPORATION FOR PROFIT","03/24/1988","-","Active","WAUSEON","FULTON","OHIO","SHOW DETAILS"
"710218","GRIFFETH & SON TRUCKING, INC.","CORPORATION FOR PROFIT","10/05/1987","-","Active","CARROLLTON","CARROLL","OHIO","SHOW DETAILS"
"4028676","GRIFFITH & SON TRUCKING & EXCAVATING, LLC","DOMESTIC LIMITED LIABILITY COMPANY","05/11/2017","-","Active","--","-","-","SHOW DETAILS"
"1106235","GROSJEAN AND SON INC","CORPORATION FOR PROFIT","09/20/1999","-","Cancelled","AKRON-","SUMMIT","-","SHOW DETAILS"
"623114","GROVE & SON TRUCKING INC.","CORPORATION FOR PROFIT","10/31/1983","12/29/1997","Cancelled","PAINT TOWNSHIP","WAYNE","OHIO","SHOW DETAILS"
"2157046","GS & SON PROPERTIES, LLC","DOMESTIC LIMITED LIABILITY COMPANY","12/10/2012","-","Dead","--","-","-","SHOW DETAILS"
"620796","GUELKER & SON, INC.","CORPORATION FOR PROFIT","09/22/1983","-","Cancelled","LAKEWOOD","CUYAHOGA","OHIO","SHOW DETAILS"
"1452719","GULLEY CONSTRUCTION AND SON","REGISTERED TRADE NAME","03/29/2004","03/29/2014","Cancelled","--","-","-","SHOW DETAILS"
"2289798","GULLEY CONSTRUCTION AND SON","REGISTERED TRADE NAME","04/25/2014","04/25/2024","Active","--","-","-","SHOW DETAILS"
"198681","GUS JUENGLING AND SON, INC.","CORPORATION FOR PROFIT","11/29/1946","-","Active","CINCINNATI","HAMILTON","OHIO","SHOW DETAILS"
"FN74358","H GORBY & SON BUILDERS","FICTITIOUS NAMES","07/01/1996","07/01/2001","Cancelled","--","-","-","SHOW DETAILS"
"306703","H. B. OWEN & SON, INC.","CORPORATION FOR PROFIT","01/02/1962","-","Active","HOMERVILLE","MEDINA","OHIO","SHOW DETAILS"
"673638","H. BENJAMIN & SON, INC.","CORPORATION FOR PROFIT","03/12/1986","-","Cancelled","CINCINNATI","HAMILTON","OHIO","SHOW DETAILS"
"548450","H. BRYANT AND SON HEATING AND AIR CONDITIONING, INC.","CORPORATION FOR PROFIT","01/17/1980","-","Cancelled","TOLEDO","LUCAS","OHIO","SHOW DETAILS"
"343570","H. D. MART & SON, INC.","CORPORATION FOR PROFIT","09/15/1965","-","Cancelled","CINCINNATI","HAMILTON","OHIO","SHOW DETAILS"
"278294","H. E. NUNAMAKER & SON, INC.","CORPORATION FOR PROFIT","02/19/1959","-","Cancelled","MIDDLETOWN","BUTLER","OHIO","SHOW DETAILS"
"634319","H. F. BEHRHORST & SON INC.","FOREIGN CORPORATION","05/10/1984","-","Dead","null","Conversion","PENNSYLVANIA","SHOW DETAILS"
"1318540","H. F. STEIN & SON EXCAVATING, INC.","CORPORATION FOR PROFIT","05/15/2002","-","Active","MOGADORE-","PORTAGE","-","SHOW DETAILS"
"500248","H. FREUDENTHAL AND SON, INC.","CORPORATION FOR PROFIT","06/27/1977","-","Cancelled","CINCINNATI","HAMILTON","OHIO","SHOW DETAILS"
"898876","H. HOLLON & SON TRANSPORT, INC.","CORPORATION FOR PROFIT","03/15/1995","-","Cancelled","WEST CHESTER","BUTLER","OHIO","SHOW DETAILS"
"372544","H. J. STUART & SON PAINTING CO.","CORPORATION FOR PROFIT","06/11/1968","-","Cancelled","STOW","Conversion","OHIO","SHOW DETAILS"
"RN63292","H. L. MC CREERY & SON","REGISTERED TRADE NAME","11/02/1981","-","Cancelled","-","Conversion","-","SHOW DETAILS"
"258021","H. L. MC CREERY & SON, INC.","CORPORATION FOR PROFIT","09/14/1956","-","Active","CLEVELAND","CUYAHOGA","OHIO","SHOW DETAILS"
"349862","H. MOHLER & SON, INC.","CORPORATION FOR PROFIT","04/07/1966","-","Cancelled","NORTH CANTON","Conversion","OHIO","SHOW DETAILS"
"526003","H. NAGEL & SON CO.","CORPORATION FOR PROFIT","11/17/1978","-","Active","CINCINNATI","HAMILTON","OHIO","SHOW DETAILS"
"306946","H. P. CANNON & SON, INCORPORATED","FOREIGN CORPORATION","01/08/1962","-","Cancelled","null","Conversion","DELAWARE","SHOW DETAILS"
"385970","H. PASSMAN & SON, INC.","CORPORATION FOR PROFIT","06/30/1969","-","Active","CINCINNATI","HAMILTON","OHIO","SHOW DETAILS"
"468996","H. TOLBERT & SON, INC.","CORPORATION FOR PROFIT","07/10/1975","-","Dead","HUBER HTS","MIAMI","OHIO","SHOW DETAILS"
"155523","H. W. BROWN & SON, INC.","CORPORATION FOR PROFIT","06/07/1933","-","Cancelled","CLEVELAND HTS.","CUYAHOGA","OHIO","SHOW DETAILS"
"326974","H. W. JONES AND SON, INC.","FOREIGN CORPORATION","01/27/1964","-","Active","-","-","ILLINOIS","SHOW DETAILS"
