Entity Type,Entity #,Entity Name,Name Type,Status
Nonprofit Corporation,10063570,Hutchison High School Basketball Booster Club,Legal Name,Good Standing
Business Corporation,68910F,"I. C. THOMASSON ASSOCIATES, INC.",Legal Name,Good Standing
Limited Liability Company,85270D,IBBOTSON AVIATION LLC,Legal Name,Involuntarily Dissolved
Limited Liability Company,10010968,"Ibbotson Aviation, LLC",Legal Name,Involuntarily Dissolved
Nonprofit Corporation,62535D,IDITAROD MASONIC HOLDING COMPANY INC.,Legal Name,Good Standing
Business Corporation,136900,In son Corporation,Previous Legal Name,Involuntarily Dissolved
Business Corporation,113081,"Individualized Personal Assistance, Inc.",Legal Name,Good Standing
Professional Corporation,53976D,"INGALDSON FITZGERALD, P.C.",Legal Name,Good Standing
Professional Corporation,53976D,"INGALDSON MAASSEN & FITZGERALD, P.C.",Previous Legal Name,Good Standing
Professional Corporation,53976D,"Ingaldson Maassen, P.C.",Previous Legal Name,Good Standing
Business Corporation,35950D,"INLET MASONRY, INC.",Legal Name,Involuntarily Dissolved
Business Corporation,10015627,"InMotion Entertainment Personnel Leasing, Corp.",Legal Name,Withdrawn
Name Reservation,10080842,INSPECTORS ON DEMAND,Legal Name,Expired Name
Business Corporation,46589F,INTERIM PERSONNEL INC.,Legal Name,Merged
Limited Liability Company,10031363,International Center Tucson LLC,Legal Name,Good Standing
Business Corporation,124354,"Isaacson Miller, Inc.",Legal Name,Good Standing
Limited Liability Company,124343,Island Mason & Chimney LLC,Legal Name,Involuntarily Dissolved
Limited Liability Company,109280,Iverson Garner LLC,Legal Name,Involuntarily Dissolved
Limited Liability Company,10030472,Iverson Legal LLC,Legal Name,Good Standing
Limited Liability Company,122575,Iverson Park LLC,Legal Name,Involuntarily Dissolved
Limited Liability Company,10076721,"Iverson Park, LLC",Legal Name,Good Standing
Limited Liability Company,123877,"IVERSON PIES, LLC",Legal Name,Involuntarily Dissolved
Limited Liability Company,10018889,"J & J Masonry, LLC",Legal Name,Involuntarily Dissolved
Business Corporation,10012543,"J & S Masonry, Inc.",Legal Name,Good Standing
Limited Liability Company,83763D,"J AND J MASONRY, LLC",Legal Name,Involuntarily Dissolved
Limited Liability Company,10002823,"J and S Enterprises One, LLC",Legal Name,Good Standing
Business Corporation,1482D,J E JOHNSON & CO.,Legal Name,Voluntarily Dissolved
Limited Liability Company,10114738,"J Knutson Creative, LLC",Legal Name,Good Standing
Limited Liability Company,114540,J Mason Properties LLC,Legal Name,Good Standing
Limited Liability Company,10009432,"J Son Enterprises, LLC",Legal Name,Involuntarily Dissolved
Business Corporation,44826F,J T THORPE & SON INC.,Legal Name,Good Standing
Business Corporation,100699,"J. Arveson & Associates, Inc.",Legal Name,Involuntarily Dissolved
Business Corporation,12321D,"J. B. CROW & SONS, INC.",Legal Name,Involuntarily Dissolved
Business Corporation,65316F,"J. FLETCHER CREAMER & SON, INC.",Legal Name,Withdrawn
Professional Corporation,11198D,"J. TERRY THOMPSON, D.D.S. A PROFESSIONAL CORPORATION",Legal Name,Involuntarily Dissolved
Business Corporation,8493D,J.A. SPAIN & SONS INC.,Legal Name,Good Standing
Name Reservation,10028356,J.B. Anderson World Services,Legal Name,Expired Name
Business Corporation,117085,"J.E. Anderson, Inc.",Legal Name,Good Standing
Business Corporation,62034F,"J.E.J. HARRISON & ASSOCIATES, INC.",Legal Name,Revoked
Limited Liability Company,10019687,"JA Anderson Enterprises, LLC",Legal Name,Involuntarily Dissolved
Limited Liability Company,125852,JA SPAIN & SONS FAMILY LLC,Legal Name,Good Standing
Business Corporation,24326D,"JACK JOHNSON, INC.",Legal Name,Involuntarily Dissolved
Limited Liability Company,135686,"Jackson & Coker Locumtenens, LLC",Legal Name,Good Standing
Business Corporation,10059094,"Jackson | Main Architecture, Corp.",Legal Name,Good Standing
Limited Liability Company,112917,"JACKSON BOULEVARD, LLC",Legal Name,Good Standing
Business Corporation,42887F,"JACKSON BRAYTON, INC.",Legal Name,Revoked
Limited Liability Company,134313,Jackson Cheyenne LLC,Legal Name,Voluntarily Dissolved
Limited Liability Company,10072751,Jackson D Muhr Photography LLC,Legal Name,Involuntarily Dissolved
Limited Liability Company,106330,Jackson Dadco Consulting LLC,Legal Name,Involuntarily Dissolved
Business Corporation,63342F,"Jackson Dean Construction, Inc.",Legal Name,Good Standing
Limited Liability Company,78534D,"JACKSON DRYWALL, LLC",Legal Name,Involuntarily Dissolved
Business Corporation,104861,"JACKSON ENTERPRISES, INC.",Legal Name,Good Standing
Limited Liability Company,83742D,"JACKSON HEIGHTS, LLC",Legal Name,Good Standing
Business Corporation,55678F,JACKSON HEWITT INC.,Legal Name,Revoked
Business Corporation,77666F,JACKSON HEWITT INC.,Legal Name,Good Standing
Business Name Registration,84526,JACKSON HEWITT TAX SERVICE,Legal Name,Expired Name
Limited Liability Company,10027620,"Jackson Holding, LLC",Legal Name,Good Standing
Limited Liability Company,10112868,Jackson Industries LLC,Legal Name,Good Standing
Business Corporation,10012373,"JACKSON INVESTMENTS, INC.",Legal Name,Good Standing
Limited Partnership,3609PD,JACKSON LEGACY LIMITED PARTNERSHIP,Legal Name,Good Standing
Limited Liability Company,10053735,Jackson Marine LLC,Legal Name,Good Standing
Limited Liability Company,10036514,Jackson Masonry LLC,Legal Name,Good Standing
Business Corporation,30945D,"JACKSON MOBILE HOME PARK, INC.",Legal Name,Voluntarily Dissolved
Limited Liability Company,104546,Jackson National Life Distributors LLC,Legal Name,Revoked
Limited Liability Company,10094942,Jackson National Life Distributors LLC,Legal Name,Good Standing
Limited Liability Company,123497,"Jackson Nurse Professionals, LLC",Legal Name,Good Standing
Limited Liability Company,10110582,"Jackson Pharmacy Professionals, LLC",Legal Name,Good Standing
Limited Liability Partnership,10018951,JACKSON WALKER L.L.P.,Legal Name,Withdrawn
Business Corporation,75205D,JACKSON-BEAR ENTERPRISES INC.,Legal Name,Involuntarily Dissolved
Limited Liability Company,10028397,JacksonBilt Construction LLC,Legal Name,Good Standing
Limited Liability Company,10040176,"Jacksonian Life, LLC",Legal Name,Good Standing
Business Name Registration,30439,JACOBSKI AND SON'S,Legal Name,Expired Name
Business Corporation,67448D,"JACOBSON BROTHERS, INC.",Legal Name,Involuntarily Dissolved
Business Corporation,72430D,"JACOBSON CONSTRUCTION, INC.",Legal Name,Involuntarily Dissolved
Limited Partnership,63261PD,JACOBSON FAMILY LIMITED PARTNERSHIP,Legal Name,Voluntarily Dissolved
Limited Liability Company,123023,Jacobson Investments LLC,Legal Name,Involuntarily Dissolved
Limited Liability Company,87793D,"JACOBSON RENTALS, LLC",Legal Name,Involuntarily Dissolved
Business Corporation,110245,"Jacobson, Goldfarb & Scott, Inc.",Legal Name,Good Standing
Business Corporation,54559D,"JACOBSON/PAGE, INC.",Legal Name,Involuntarily Dissolved
Business Corporation,98118,"Jacqueline's Personal Touch, Inc.",Legal Name,Involuntarily Dissolved
Business Corporation,101395,"Jahnke & Sons Construction, Inc.",Legal Name,Good Standing
Limited Liability Company,112038,JAKE WILSON LLC,Legal Name,Good Standing
Limited Liability Company,84285D,JAMES E. KENISON AN AUTHORIZED MAC TOOLS DISTRIBUTOR LLC,Legal Name,Involuntarily Dissolved
Business Name Registration,97014,JAMES JASON WHEELER,Legal Name,Expired Name
Limited Liability Company,128808,"JAMES N. BERTELSON MD, LLC",Legal Name,Voluntarily Dissolved
Professional Corporation,37821D,"JAMES N. MATSON, O.D., A PROFESSIONAL CORPORATION",Legal Name,Involuntarily Dissolved
Business Corporation,66815D,"JAMES R. ARNESON D.D.S., INC.",Legal Name,Good Standing
Business Name Registration,10040517,JAMES STANLEY PEARSON,Legal Name,Active Name
Limited Liability Company,10028782,"Jameson Grace Hospitality Management, LLC",Legal Name,Involuntarily Dissolved
Business Corporation,89041F,Jameson Holding Co.,Legal Name,Withdrawn
Limited Liability Company,10036999,Jamieson Custom Services LLC,Legal Name,Involuntarily Dissolved
Professional Corporation,34384D,"JAMIN, EBELL, SCHMITT & MASON, A PROFESSIONAL CORPORATION",Previous Legal Name,Voluntarily Dissolved
Business Corporation,129251,"Jamison Special Risk, Inc.",Legal Name,Withdrawn
Business Name Registration,10020093,JAMMIN' HANDS GUITAR LESSONS,Legal Name,Expired Name
Limited Partnership,1713PD,JANSSEN HENSON AND GATES DREDGING PARTNE,Legal Name,Voluntarily Dissolved
Name Reservation,90680,Jaraine Lloyd Thompson LLC,Legal Name,Expired Name
Limited Liability Company,71150F,"Jardine Lloyd Thompson, LLC",Previous Legal Name,Good Standing
Limited Liability Company,98915,"Jared L. Erickson, Limited Liability Company",Legal Name,Good Standing
Limited Liability Company,122693,"Jason & Jason, LLC",Legal Name,Good Standing
Business Corporation,58453F,JASON ASSOCIATES CORPORATION,Legal Name,Revoked
Business Corporation,117609,"Jason Ballek Real Estate, Inc.",Legal Name,Involuntarily Dissolved
Limited Liability Company,10013263,Jason Bear Productions LLC,Legal Name,Revoked
Limited Liability Company,10013102,"Jason Bontrager, CPA LLC",Previous Legal Name,Good Standing
Limited Liability Company,10115436,Jason Brent Fedeli Professional Counseling LLC,Legal Name,Good Standing
Business Name Registration,10033638,Jason Clapshaw Seafoods,Legal Name,Active Name
Business Name Registration,114635,Jason D. Capp,Legal Name,Expired Name
Business Corporation,54108D,"JASON ELLIS, INC.",Legal Name,Involuntarily Dissolved
Limited Liability Company,86818D,"JASON G. PEPPERD, D.C., LLC",Legal Name,Involuntarily Dissolved
Limited Liability Company,10017452,Jason Hook Construction LLC,Legal Name,Good Standing
Professional Corporation,10057306,"JASON J. MATYASCIK, DO, P.C.",Legal Name,Good Standing
Business Name Registration,98377,"Jason Lee, CPA",Legal Name,Expired Name
Limited Liability Company,10029715,"Jason M. Lane DDS, LLC",Legal Name,Good Standing
Professional Corporation,128751,"Jason W. Evison, D.D.S., P.C.",Legal Name,Good Standing
Limited Liability Company,121930,Jason's L.L.C.,Legal Name,Involuntarily Dissolved
Limited Liability Company,10119113,Jason’s LLC,Legal Name,Good Standing
Limited Liability Company,10017748,"Jay M. Johnson, LLC",Legal Name,Good Standing
Business Name Registration,10006911,JB ROBINSON JEWELERS #2304,Legal Name,Expired Name
Limited Liability Company,10071831,JBENSON LLC,Legal Name,Involuntarily Dissolved
Limited Liability Company,10079765,"JEAndersonAK, LLC",Legal Name,Involuntarily Dissolved
Limited Liability Company,80065F,"JEFFERSON CAPITAL SYSTEMS, LLC",Legal Name,Withdrawn
Limited Liability Company,10010149,"Jefferson Capital Systems, LLC",Legal Name,Good Standing
Limited Liability Company,76839F,"JEFFERSON HOME MORTGAGE AND LOAN, LLC",Legal Name,Revoked
Limited Liability Company,10015971,"Jefferson Liberty Investments, LLC",Legal Name,Involuntarily Dissolved
Business Corporation,22438F,JEFFERSON PILOT SECURITIES CORPORATION,Previous Legal Name,Good Standing
Business Corporation,66677F,JEFFERSON SMURFIT CORPORATION (U.S.),Legal Name,Merged
Limited Liability Company,72881D,"JEFFERSON STREET, LLC",Legal Name,Involuntarily Dissolved
Limited Liability Company,10053067,"Jefferson TPRS, LLC",Legal Name,Good Standing
Business Name Registration,93662,Jefferson Wells,Legal Name,Expired Name
Business Corporation,93690,"Jefferson Wells International, Inc.",Legal Name,Revoked
Limited Liability Company,10011556,"Jefferson, LLC",Legal Name,Good Standing
Limited Liability Company,10001088,"Jefferson-Randolph Properties, L.L.C.",Legal Name,Good Standing
Limited Liability Company,10012213,"JEFFREY A. GONNASON, OD, LLC",Legal Name,Voluntarily Dissolved
Professional Corporation,10010094,"Jeffrey A. Gonnason, OD, P.C.",Legal Name,Voluntarily Dissolved
Limited Liability Company,10001860,"Jenner Investments One, LLC",Legal Name,Involuntarily Dissolved
Limited Liability Company,10037317,"Jennifer Jepson Therapy, LLC",Legal Name,Good Standing
Limited Liability Company,92385,Jennison Associates LLC,Legal Name,Withdrawn
Limited Liability Company,60205D,"JENSEN, GARRETSON, VERRETT & MORFORD, LLC",Legal Name,Involuntarily Dissolved
Business Corporation,78378D,"JENSON & SONS CONSTRUCTION, INC.",Legal Name,Good Standing
Limited Liability Company,6155D,"JENSON & SONS, LLC",Legal Name,Involuntarily Dissolved
Limited Liability Company,66155D,"JENSON & SONS, LLC",Legal Name,Involuntarily Dissolved
Limited Liability Company,10035278,"Jenson Asset Management, LLC",Legal Name,Good Standing
Limited Liability Company,10035279,"Jenson Safe Asset, LLC",Legal Name,Good Standing
Professional Corporation,126836,"Jeremy T. Larson, M.D., P.C.",Legal Name,Involuntarily Dissolved
Business Corporation,75835F,"JERRY LAWSON, INC.",Legal Name,Revoked
Limited Liability Company,118855,"JERRY MORRISON CONSTRUCTION, LLC",Legal Name,Converted
Business Corporation,64679F,"JERRY THOMPSON & SONS PAINTING, INC.",Legal Name,Involuntarily Dissolved
Limited Liability Company,10022791,Jesse Mickelson LLC,Legal Name,Involuntarily Dissolved
Limited Liability Company,10102621,"Jetson Asset Management, LLC",Legal Name,Good Standing
Business Corporation,10037986,Jevertson Venture Corporation,Legal Name,Involuntarily Dissolved
Limited Liability Company,10037899,Jill Christenson Real Estate Services LLC,Legal Name,Involuntarily Dissolved
Professional Corporation,23584D,"JILL M. PARSON, INC.",Legal Name,Involuntarily Dissolved
Business Corporation,135151,Jim Pattison Developments (U.S.) Inc.,Legal Name,Good Standing
Business Corporation,50795F,JIM PATTISON ENTERPRISES LTD.,Legal Name,Good Standing
Business Corporation,110663,"Jimmie A. Johnson Appraisal Services, Inc.",Legal Name,Involuntarily Dissolved
Business Corporation,113376,"JIMMY JOHNSON ENTERPRISES, INC.",Legal Name,Good Standing
Business Corporation,10027776,JM CORP AND SON INC,Legal Name,Good Standing
Limited Liability Company,10032881,Joe Jackson LLC,Legal Name,Involuntarily Dissolved
Business Corporation,79901F,"JOE MORTEN & SON, INC.",Legal Name,Good Standing
Business Corporation,71804F,"JOHANSEN & SONS CRANE SERVICE, INC.",Legal Name,Revoked
Limited Liability Company,101589,"Johanson Investments, LLC",Legal Name,Involuntarily Dissolved
Limited Liability Company,10079006,"Johanson Investments, LLC",Legal Name,Good Standing
Business Corporation,10083173,"JOHANSSON ARCHITECTURE, CORPORATION",Assumed Name,Good Standing
Business Corporation,10083173,"JOHANSSON ARCHITECTURE, P.C.",Legal Name,Good Standing
Limited Liability Company,121071,"John & Alison Dunlap, LLC DBA Sitka Sound Ocean Adventures",Previous Legal Name,Good Standing
Limited Partnership,133678,John Anderson King Family Limited Partnership,Legal Name,Good Standing
Limited Liability Company,10009244,JOHN ANDERSON LLC,Legal Name,Involuntarily Dissolved
Professional Corporation,82321D,"JOHN B. PATTERSON, APC",Legal Name,Involuntarily Dissolved
Business Corporation,55479D,"JOHN B. PATTERSON, INC.",Legal Name,Involuntarily Dissolved
Business Corporation,12555D,"JOHN GOULD & SONS CO., INC.",Legal Name,Good Standing
Limited Partnership,88165PF,"JOHN L. WORTHAM & SON, LIMITED PARTNESHIP",Legal Name,Withdrawn
Business Corporation,10030381,John Sigurdson Inc,Legal Name,Involuntarily Dissolved
Business Corporation,57479D,"JOHN TAYLOR & SONS, INC.",Legal Name,Good Standing
Limited Liability Company,10024651,John's Son. W. LLC,Legal Name,Involuntarily Dissolved
Professional Corporation,91710,Johnson & Combs P.C.,Previous Legal Name,Good Standing
Business Corporation,119859,"Johnson & Johnson Health Care Systems, Inc.",Legal Name,Good Standing
Limited Liability Company,57838D,"JOHNSON & KIM, L.L.C.",Legal Name,Voluntarily Dissolved
Professional Corporation,68199D,"JOHNSON & KIM, P.C.",Legal Name,Involuntarily Dissolved
Business Corporation,118851,"Johnson & Rountree Premium, Inc.",Legal Name,Withdrawn
Business Corporation,10099195,"JOHNSON & ROUNTREE PREMIUM, INC.",Legal Name,Good Standing
Limited Liability Company,113339,Johnson & Son LLC,Legal Name,Good Standing
Business Corporation,10026361,"Johnson & Trueb, Inc.",Legal Name,Involuntarily Dissolved
Limited Liability Company,10032589,"JOHNSON ACCOUNTING, LLC",Legal Name,Good Standing
Limited Liability Company,106914,Johnson Appraisal Company LLC.,Legal Name,Involuntarily Dissolved
Business Name Registration,28989,JOHNSON AUTO ANNEX,Legal Name,Expired Name
Professional Corporation,91710,"Johnson Beard & Trueb, PC",Legal Name,Good Standing
Business Name Registration,97975,Johnson Bros.Guides And Outfitters,Legal Name,Expired Name
Limited Liability Company,10001500,Johnson Cab LLC,Legal Name,Involuntarily Dissolved
Limited Liability Company,91785,"Johnson Capital, LLC",Legal Name,Involuntarily Dissolved
Business Corporation,18841D,"JOHNSON COMPANY, INC.",Legal Name,Involuntarily Dissolved
Business Corporation,127546,"Johnson Concepts, Inc.",Legal Name,Involuntarily Dissolved
Business Corporation,90765,"JOHNSON CONSTRUCTION and CONSULTING, INC. (JCC)",Legal Name,Good Standing
