Business Name,Business ID,Homestate Name,Previous Name,Business Type,Principal Office Address,Registered Agent Name,Status
Comeau & Son Construction,600889,,,Trade Name,"49 Mudgett Hill Rd, Loudon, NH, 03307, USA",,Expired
Comeau & Son Logging,531885,,,Trade Name,"16 Comeau Road, Dalton, NH, 03598, USA",,Active
Comeau and Son Roofing and Siding,599395,,,Trade Name,"49 Mudgett Hill road, Loudon, NH, 03307, USA",,Expired
Comfort Zones Personal Chef and Professional Organizer,634067,,,Trade Name,"120 Bull Pasture Road, Eaton, NH, 03832, USA",,Expired
"COMMERCIAL BUILDING & INTERIORS, L.L.C.",340205,,"COMMERCIAL BUILDING & INTERIORS BY JOHN C & SONS, L.L.C.",Domestic Limited Liability Company,"2 common ct unit c30, North Conway, NH, 03860, USA",S JOSEPH SZYMPRUCH,Good Standing
"COMMUNITY OF HUDSON TASK FORCE ON SUICIDE PREVENTION, INC.",86149,,,Domestic Nonprofit Corporation,"39 LIBRARY ST, HUDSON, NH, 03051, USA",,Admin Diss LLP-CC-NP
"COMPASS ONE, LLC",382232,"COMPASS ONE, LLC",,Foreign Limited Liability Company,"TAX DEPARTMENT 2400 YORKMONT ROAD, CHARLOTTE, NC, 28217, USA",CORPORATION SERVICE COMPANY,Good Standing
COMPETENT PERSON ASSOCIATION COMPAS,165637,,,Trade Name,"32 INDUSTRIAL PK. DR., CONCORD, NH, 03301, USA",,Expired
Complete Autoworks of Hudson,728743,,,Trade Name,"9G Rebel Rd, Hudson, NH, 03051, USA",,Active
Complete Masonry,395473,,,Trade Name,"40 Brown Rd, Deerfield, NH, 03037, USA",,Expired
COMPLETE MASONRY,127314,,,Trade Name,"P.O. BOX 339, GREENVILLE, NH, 03048, USA",,Expired
Complete Masonry,729441,,,Trade Name,"4 Northend Lane, Amherst, NH, 03031, USA",,Active
Complete Masonry Inc,601111,,,Domestic Profit Corporation,"4 Northend Lane, Amherst, NH, 03031, USA","Isabelle, Michael",Admin Dissolution
Complete Masonry LLC,600965,,,Domestic Limited Liability Company,"4 Northend Lane, Amherst, NH, 03031, USA","Isabelle, Michael",Dissolved
"COMPUTER AND COPIER SUPPLIES OF HUDSON, INC.",101216,,"HUDSON COMPUTER + COPY SUPPLIES, INC.",Domestic Profit Corporation,"55 PAGE RD, HUDSON, NH, 03051, USA","McGivern, Jerilyn E.",Dissolved
COMPUTER CONSULTANTS OF JEFFERSON,110117,,,Trade Name,"RFD#1 BOX 155A, JEFFERSON, NH, 03583, USA",,Expired
"COMPUTER TECHNOLOGIES ONLINE, INC.",118464,,,Domestic Profit Corporation,"RT 47 PO BOX 278, BENNINGTON, NH, 03442, USA","Cronin, John J, III Esq",Dissolved
"COMPUTERIZED POLICY COMPARISONS, INC.",98412,,,Domestic Profit Corporation,NONE,"Pellitier, Barbara F.",Dissolved
"CON EDISON CLEAN ENERGY BUSINESSES, INC.",780840,"CON EDISON CLEAN ENERGY BUSINESSES, INC.",,Foreign Profit Corporation,"100 Summit Lake Drive Ste 210, Valhalla, NY, 10595, USA",CORPORATION SERVICE COMPANY,Good Standing
"CONAGRA GROCERY PRODUCTS COMPANY, INC.",30463,CONAGRA GROCERY PRODUCTS COMPANY,"HUNT-WESSON FOODS, INC.",Foreign Profit Corporation,"CONAGRA CORP TAX DEPT ONE CONAGRA DR CC241, OMAHA, NE, 68102, USA","The Prentice-Hall Corporation System, Inc.",Withdrawn
Concord Earthsong,642763,,,Trade Name,"One South Main St, Concord, NH, 03301, USA",,Expired
CONCORD EDUCATIONAL OFFICE PERSONNEL ASSOCIATION,63085,,,Domestic Nonprofit Corporation,"38 Liberty St, Concord, NH, 03301, USA",,Good Standing
CONCORD MASONIC ASSOCIATION,67716,,,Domestic Nonprofit Corporation,"53 IRON WORKS RD, CONCORD, NH, 03301, USA",,Good Standing
"Concord Pediatric Dentistry, Professional Association",8813,,"DOUGLAS W. JOHNSON, D.M.D., PROFESSIONAL ASSOCIATION",Domestic Professional Profit Corporation,"16 Foundry Street S101, Concord, NH, 03301, USA","Orr and Reno, Professional Association",Good Standing
CONCORD PERSONNEL CONSULTING GROUP,97637,,,Trade Name,"39B KENDALL POND RD, LONDONDERRY, NH, 03053, USA",,Expired
CONCRETE COATINGS MASONRY,761980,,,Trade Name,"1111 south beech st, Manchester, NH, 03103, USA",,Active
"Condo Books Online, Inc.",678717,,,Domestic Profit Corporation,"10 Northern Blvd Unit 9, Amherst, NH, 03031, USA","Flegal, H Scott, Esq",Admin Dissolution
"Condon-Jackson, Inc.",B02717,,,Domestic Profit Corporation,NONE,,Admin Dissolution
CONGER AND SON METALWORKS LLC,810557,,,Domestic Limited Liability Company,"51 freedom point rd, Freedom, NH, 03836, USA",Sam shawn Conger,Good Standing
Congregational Society of Atkinson,B02727,,,Domestic Profit Corporation,NONE,,Dissolved
CONNECTIONS BY ADAM C. WILSON,245619,,,Trade Name,"49 KEARSARGE AVE PO BOX 728, HOPKINTON, NH, 03229, USA",,Expired
"CONNECTIONS BY ADAM C.WILSON, L.L.C.",498132,,,Domestic Limited Liability Company,"1774 Hopkinton Rd, Hopkinton, NH, 03229, USA",ADAM C WILSON,Admin Dissolution
CONNIE & SONS,55614,,,Trade Name,"100 PARK STREET, NORTHFIELD, NH, 03276, USA",,Expired
CONNOLLY AND SON CONSTRUCTION,784613,,,Trade Name,"10 Dutton St #2, Manchester, NH, 03104, USA",,Active
CONNOR AND SONS BUILDING & CONTRACTING,256379,,,Trade Name,"241 UNION ST, MANCHESTER, NH, 03103, USA",,Expired
CONSIDINE AND SONS LTD.,74712,,"CONSIDINE AND RICHARDSON, LTD.",Domestic Profit Corporation,"RT 1 BOX 950, N HAMPTON, NH, 03862, USA","McDermott, Edward J",Admin Dissolution
"Consignment World of Hudson, NH LLC",614111,,,Domestic Limited Liability Company,"323 Derry Rd Unit 4, Hudson, NH, 03051, USA",FIRSTHEARTLAND INSURANCE SERVICES,Admin Dissolution
CONSISTENT PERSONNEL INC.,225675,,,Domestic Profit Corporation,"78 MAIN ST, NASHUA, NH, 03060, USA","Goyette, Jacqueline Y",Dissolved
"CONSOLIDATED EDISON COMMUNICATIONS, INC.",356729,"CONSOLIDATED EDISON COMMUNICATIONS, INC.",,Foreign Profit Corporation,"132 W 31ST ST 13TH FL, NEW YORK, NY, 10001, USA",C T Corporation System,Admin. Suspension
"CONSOLIDATED EDISON SOLUTIONS, INC.",428014,"CONSOLIDATED EDISON SOLUTIONS, INC.",,Foreign Profit Corporation,"100 Summit Lake Drive, Suite 210, Valhalla, NY, 10595, USA",CORPORATION SERVICE COMPANY,Good Standing
CONSOLIDATED PERSONNEL SERVICES,771416,,,Trade Name,"5150 North 16th Street, Suite C253, Phoenix, AZ, 85016, USA",,Active
Consona Corporation,281581,Consona Corporation,"CONSONA ERP, INC.",Foreign Profit Corporation,"450 E 96TH ST SUITE 300, INDIANAPOLIS, IN, 46240, USA","National Registered Agents, Inc.",Admin. Suspension
Consona Corporation,281581,Consona Corporation,"MADE2MANAGE SYSTEMS, INC.",Foreign Profit Corporation,"450 E 96TH ST SUITE 300, INDIANAPOLIS, IN, 46240, USA","National Registered Agents, Inc.",Admin. Suspension
Consona CRM Inc.,608058,Consona CRM Inc.,,Foreign Profit Corporation,"450 E. 96th Street Suite 300, Indianapolis, IN, 46240, USA","National Registered Agents, Inc.",Withdrawn by Merger
"CONSTRUCTION, PROPERTY, INTERPERSONAL MEDIATION AND ALLIED SERVICES",377626,,,Trade Name,"201 LOUDON RD SUITE 206, CONCORD, NH, 03301, USA",,Expired
"CONSUMERS NEW HAMPSHIRE WATER COMPANY, INC.",30865,,HUDSON WATER COMPANY,Domestic Profit Corporation,"10 BLACK FOREST RD, HAMILTON, NJ, 08691, USA",C T Corporation System,Merged
Contemporary Personnel,554521,"Contemporary Personnel Staffing, Inc.",,Trade Name,"904 Seventh North Street, Liverpool, NY, 13088, USA",,Expired
Contemporary Personnel,554523,"Contemporary Personnel Staffing, Inc.",,Foreign Profit Corporation,"904 Seventh North Street, Liverpool, NY, 13088, USA",,Withdrawn
CONTINENTAL PERSONNEL,98862,,,Trade Name,"76 NORTHEASTERN BLVD. UNIT 30, NASHUA, NH, 03062, USA",,Expired
CONTOOCOOK VALLEY MASONRY,32336,,,Trade Name,"NORWAY HILL ROAD, HANCOCK, NH, 03449, USA",,Expired
Contractor Jack/Jason McKenna,559563,,,Trade Name,"74 Federal Corner Rd, Tuftonboro, NH, 03816, USA",,Expired
CONTROLS ONLY,118225,,,Trade Name,"SUITE 148 P.O. BOX 9504, MANCHESTER, NH, 03103, USA",,Expired
"CONTROLS ONLY, INC.",149625,,,Domestic Profit Corporation,"UNIT 17 720 E INDUSTRIAL PK DR, MANCHESTER, NH, 03109, USA","Wenners, Vincent A, Jr Esq",Dissolved
CONVERSE AND SONS BUILDERS INC.,207090,,,Domestic Profit Corporation,"68 OLD MILFORD RD, MONT VERNON, NH, 03057, USA","Converse, Mark W",Dissolved
Conway Educational Support Personnel Association,135256,,,Domestic Nonprofit Corporation,"Patricia Hannes, Treasurer Kennett High School Eagles Way, North Conway, NH, 03860, USA",,Good Standing
"Cook, Kenison, Bedard & Sullivan, P.A.",82889,,"Cook & Molan, P.A.",Domestic Professional Profit Corporation,"1 Capitol Street, Concord, NH, 03301, USA","Kenison, Frank E, Esq",Admin Dissolution
"Cook, Kenison, Bedard & Sullivan, P.A.",82889,,"Cook, Kenison, Bedard & Sullivan, P.A.",Domestic Professional Profit Corporation,"1 Capitol Street, Concord, NH, 03301, USA","Kenison, Frank E, Esq",Admin Dissolution
"Cook, Little, Rosenblatt & Manson, P.L.L.C.",248460,,,Domestic Professional Limited Liability Company,"1000 Elm Street 20Fl, Manchester, NH, 03101, USA","Ellison, Scott W, Esq",Good Standing
"COOKE'S BUSINESS AND PERSONAL SERVICES, L.L.C.",797748,,,Domestic Limited Liability Company,"P.O. Box 222, Durham, NH, 03824, USA","Concord Search & Retrieval, Inc.",Good Standing
COOKIN' CHRIS'S ON SITE CATERING SERVICE,434185,,,Trade Name,"43 HARDY CT, KEENE, NH, 03431, USA",,Expired
"Cookson Bros., Inc.",620777,,,Domestic Profit Corporation,"Unknown, Pittsfield, NH, 03263, USA",,Admin Dissolution
Cookson Strategies Corporation,632563,,Cookson Stephens Corporation,Domestic Profit Corporation,"36 Lowell Street, Manchester, NH, 03101, USA","Cookson, Matthew B",Good Standing
COOL & HUDSON CONSTRUCTION CO.,297650,,,Trade Name,"18 PEARSON DRIVE, DOVER, NH, 03820, USA",,Expired
COOPER & SONS TREE SERVICES,470805,,,Trade Name,"325 Patten Hill Rd, Candia, NH, 03034, USA",,Expired
Cooper & Sons Tree Services LLC,623555,,,Domestic Limited Liability Company,"325 Patten Hill Road, Candia, NH, 03034, USA","Cooper, William G, , III",Admin Dissolution
COPSON CORP.,121026,,,Domestic Profit Corporation,"81 SOUTH RD, FREMONT, NH, 03044, USA","Copp, Wayne E",Dissolved
CORBEZZOLO STONE MASONRY,489568,,,Trade Name,"40 North Shore, New Durham, NH, 03855, USA",,Expired
"CORCORAN JENNISON BUILDERS, INC.",155062,"CORCORAN JENNISON BUILDERS, INC.",,Foreign Profit Corporation,"141 WOOD RD, BRAINTREE, MA, 02184, USA",C T Corporation System,Withdrawn by Merger
"CORCORAN JENNISON CONSTRUCTION COMPANY, INC.",246143,"CORCORAN JENNISON CONSTRUCTION COMPANY, INC.",,Foreign Profit Corporation,"141 WOOD RD, BRAINTREE, MA, 02184, USA",C T Corporation System,Admin. Suspension
"CORCORAN, MULLINS, JENNISON, INC.",4255,"CORCORAN, MULLINS, JENNISON, INC.",,Foreign Profit Corporation,"1776 HERITAGE DRIVE, QUINCY, MA, 02171, USA",State of NH - Secretary of State,Admin. Suspension
Cordle and Neilson Builders LLC,580050,,,Domestic Limited Liability Company,"1440 Pearl Lake Road, Lisbon, NH, 03585, USA","Neilson, Paul A",Admin Dissolution
Corey Mason Trucking,683734,,,Trade Name,"8 Burt Hollow Rd, Groveton, NH, 03582, USA",,Active
CORINA'S PERSONELIZED CLEANING SERVICE,470114,,,Trade Name,"346 D.W.H., PLYMOUTH, NH, 03264, USA",,Expired
"CORNER POCKET, INC.",713229,"CORNER POCKET, INC.","CONSOLIDATED PERSONNEL SERVICES, INC.",Foreign Profit Corporation,"5150 North 16th Street Suite C253, Phoenix, AZ, 85016, USA",CORPORATION SERVICE COMPANY,Good Standing
CORNER VARIETY OF ATKINSON,73914,,,Trade Name,"110 MAIN STREET, ATKINSON, NH, 03811, USA",,Expired
CORNER VARIETY OF ATKINSON,127684,,,Trade Name,"110 MAIN STREET, ATKINSON, NH, 03811, USA",,Expired
CORNER VARIETY OF HUDSON,55811,,,Trade Name,"29 LOWELL ROAD, HUDSON, NH, 03051, USA",,Expired
Cornerstone Excavation By Anderson,496109,,,Trade Name,"314 Merriam Hill Rd, Mason, NH, 03048, USA",,Expired
CORNERSTONE MASONRY,91138,,,Trade Name,"ROBBINS ROAD, WILTON, NH, 03086, USA",,Expired
CORNERSTONE MASONRY DESIGN & CONTRACTING LLC,742899,,,Domestic Limited Liability Company,"16 St. Andrews Circle, Dover, NH, 03820, USA","Gagne, Justin",Good Standing
"CORNERSTONE MASONRY, INC.",452670,"CORNERSTONE MASONRY, INC.",,Foreign Profit Corporation,"5 VENTURA DRIVE, NO. DARTMOUTH, MA, 02747, USA",CORPORATION SERVICE COMPANY,Admin. Suspension
CORNERSTONE PERSONNEL,121171,,,Trade Name,"P.O. BOX 398, LONDONDERRY, NH, 03053, USA",,Expired
"Cornucopia Personalized Journeys Worldwide, LLC",756558,,,Domestic Limited Liability Company,NONE,,Reserved Name Expired
"Coronis ""One Hour"" Cleaners, Inc",B02772,,,Domestic Profit Corporation,NONE,"Sweeney, J Leonard, Esq",Admin Dissolution
"CORRIVEAU & SONS, INC.",76975,,,Domestic Profit Corporation,NONE,"Corriveau, Laval",Dissolved
"Corson & Cornell Property Group, LLC",542541,,,Domestic Limited Liability Company,"2 Heron Way, Stratham, NH, 03885, USA","Cornell, Scott",Admin Dissolution
Corson Advocacy for Children in Crisis LLC,583448,,,Domestic Limited Liability Company,"PO Box 522, Dover, NH, 03821, USA","Miller, Jeremey A, Esq",Admin Dissolution
Corson and Sons Custom Building and Design LLC,552675,,,Domestic Limited Liability Company,"5 Washington St #1, Laconia, NH, 03246, USA","Corson, Michael Lee",Admin Dissolution
Corson Cycle Manufacturing Company,B50500,,,Domestic Profit Corporation,"Unknown, Nashua, NH, 03060, USA",,Admin Dissolution
"CORSON WOLFF CONSULTING, L.L.C.",349732,,,Domestic Limited Liability Company,"126 HIGH RD, LEE, NH, 03824, USA","Wolff, Jean Corson",Admin Dissolution
COSONG MUSIC,174860,,,Trade Name,"P.O. BOX 1334, PORTSMOUTH, NH, 03802, USA",,Expired
Costa & Sons Services LLC,730008,,,Domestic Limited Liability Company,"3 Dunlap Drive, Bedford, NH, 03110, USA","Costa, Scott",Administratively Dissolved
Costa's Masonry,562864,,,Trade Name,"229 Haverhill Street, Methuen, MA, 01844, USA",,Active
"Costa's Masonry, L.L.C.",754606,,,Domestic Limited Liability Company,"21 Indian Rock Road, Windham, NH, 03087, USA",,Reserved Name Expired
Costello & Sons Insurance Brokers of California,571426,"Costello & Sons Insurance Brokers, Inc.",,Foreign Profit Corporation,"1752 Lincoln Avenue, San Rafael, CA, 94901, USA",C T Corporation System,Administratively Suspended Name Protection
Costello & Sons Insurance Brokers of California,571425,,,Trade Name,"1752 Lincoln Avenue, San Rafael, CA, 94901, USA",,Expired
Costumes on Broadway,662071,,,Trade Name,"7 Broadway, Concord, NH, 03301, USA",,Expired
COTE & SON HVAC,146473,,,Trade Name,"PO BOX 105, BARRINGTON, NH, 03825, USA",,Expired
"COTE & SON HVAC, CORP.",225029,,,Domestic Profit Corporation,"26 COMMERCE WAY,PO BOX 105, BARRINGTON, NH, 03825, USA","Cote, Pauline",Dissolved
COTE'S PERSONALIZED VIDEOS,188624,,,Trade Name,"147 WESTCHESTER DR., MILFORD, NH, 03055, USA",,Expired
"COTE, R. J., & SON CONSTRUCTION",32457,,,Trade Name,"RFD #3 COTEVILLE ROAD, DERRY, NH, 03038, USA",,Expired
"COTTER & SONS, LLC",361315,,,Domestic Limited Liability Company,"PO BOX 304, ALSTEAD, NH, 03602, USA","Kasper & Associates, P.L.L.C.",Admin Dissolution
COTTON AND WOOLEN MANUFACTORY IN NELSON,67788,,,State Chartered (Legislative),"NELSON, NH, 03431, USA",,Active
"COTY, AMOS E., & SONS",48060,,,Trade Name,"23 PROCTOR HILL ROAD, HOLLIS, NH, 03060, USA",,Expired
"Coughlin Nelson Facilities Consulting, LLC",676612,,,Domestic Limited Liability Company,"145 Wednesday Hill Rd, Lee, NH, 03824, USA","Nelson, Mark C",Admin Dissolution
COULSON OPHTHALMICS,399278,,,Trade Name,"111 GATES STREET, PORTSMOUTH, NH, 03801, USA",,Expired
COUNTRY BROKERS' ASSOC OF SO. NEW HAMPSHIRE,73277,,,Trade Name,"PO BOX 10 POOR FARM ROAD, FRANCESTOWN, NH, 03043, USA",,Expired
Country Club Shores on Lake Opechee Lot Owners' Association,456583,,,Domestic Nonprofit Corporation,"PO Box 6286, Laconia, NH, 03247, USA",,Good Standing
"COUNTRY CLUB SHORES ON LAKE OPECHEE, LLC",444084,,,Domestic Limited Liability Company,"PO BOX 7434, GILFORD, NH, 03247, USA","Grantz, Donna",Admin Dissolution
COUNTRY FAIRS ON THE BAY,399993,,,Trade Name,"71 BRIARCLIFF RD., GILFORD, NH, 03249, USA",,Expired
COUNTRY SEASONS,219426,,,Trade Name,"344 SEWALL ROAD, WOLFEBORO, NH, 03894, USA",,Expired
COURTNEY & SONG AUTO REPAIRS,224598,,,Trade Name,"150 MERRIMACK STREET, MANCHESTER, NH, 03103, USA",,Expired
Coworx Personnel LLC,582181,Coworx Personnel LLC,,Foreign Limited Liability Company,"1375 Plainfield Ave, Watchung, NJ, 07069, USA",Corporate Creations Network Inc.,Good Standing
CPC LOGISTICS INC.,321700,CPC LOGISTICS INC.,CONSOLIDATED PERSONNEL CORP.,Foreign Profit Corporation,"14528 S OUTER 40 RD STE 210, CHESTERFIELD, MO, 63017, USA",C T Corporation System,Withdrawn
"CPS MedManagement, LLC",356027,"CPS MedManagement, LLC","MCKESSON MEDMANAGEMENT, L.L.C.",Foreign Limited Liability Company,"6409 Quail Hollow Road, Memphis, TN, 38120, USA",C T Corporation System,Withdrawn by Merger
"CPS MedManagement, LLC",356027,"CPS MedManagement, LLC",MCKESSON MEDICATION MANAGEMENT LLC,Foreign Limited Liability Company,"6409 Quail Hollow Road, Memphis, TN, 38120, USA",C T Corporation System,Withdrawn by Merger
CR EMERSON ENTERPRISES LLC,659321,,"EMERSON ENTERPRISES AUTO WHOLESALERS, LLC",Domestic Limited Liability Company,"59 Edwards Street, Franklin, NH, 03235, USA","Wood, Patrick H, Esq",Good Standing
Crabb and Son Flooring,658755,,,Trade Name,"11 Quincy Dr, Derry, NH, 03038, USA",,Expired
Crabb and Son Flooring LLC,653664,,,Domestic Limited Liability Company,"11 Quincy Dr, Derry, NH, 03038, USA","Crabb, Robert",Admin Dissolution
Cradlesong Essences LLC,549308,,,Domestic Limited Liability Company,"47 E Pearl Street, Nashua, NH, 03060, USA","Creem, Jule",Admin Dissolution
CRAFT'S ONLY,206664,,,Trade Name,"25 CEDAR RD., N. HAMPTON, NH, 03862, USA",,Expired
CRAFTWOOD PLUS OF HUDSON,181602,,,Trade Name,"9 Ferry Ave, Hudson, NH, 03051, USA",,Expired
"Craig & Son Electric, LLC",572637,,,Domestic Limited Liability Company,"7227 Pleasant St, Loudon, NH, 03307, USA","Davis, Craig",Admin Dissolution
Craig Anderson Carpentry L.L.C.,753456,,,Domestic Limited Liability Company,NONE,,Reserved Name Expired
"CRAIG M. FERGUSON & CO., INC.",477820,"CRAIG M. FERGUSON & CO., INC.",,Foreign Profit Corporation,"1281 MAIN STREET, STAMFORD, CT, 06902, USA",CORPORATION SERVICE COMPANY,Withdrawn by Merger
"CRAIGSONS HOMES, INC.",789884,,,Domestic Profit Corporation,"22 Clearview Drive, Bow, NH, 03304, USA",Matthew Lawrence,Not In Good Standing
CRAIGUE AND SONS HOME EXTERIORS LLC,394739,,NATE CRAIGUE CONSTRUCTION LLC,Domestic Limited Liability Company,"75 S. SPRING ST., CONCORD, NH, 03301, USA","Craigue, Nathan",Admin Dissolution
"Crane Brook Bison, LLC",756270,,,Domestic Limited Liability Company,NONE,,Reserved Name Expired
CRAWFORD & SONS ROOFING & HOME SERVICES LLC,563562,,,Domestic Limited Liability Company,"4 Oxford St, Merrimack, NH, 03054, USA","Crawford, Ricky D",Admin Dissolution
Crawford & Sons Roofing & Home Svcs LLC,661460,,,Domestic Limited Liability Company,"4 Oxford St, Merrimack, NH, 03054, USA","Crawford, Ricky D",Dissolved
CRAWFORD & SONS ROOFING & HOME SVCS LLC,768655,,CRAWFORD + SONS ROOFING + HOME SVCS LLC,Domestic Limited Liability Company,"910 Columbia Circle, Merrimack, NH, 03054, USA",Crawford Ricky D,Good Standing
CREATIONS BY KATHLEEN POLSONETTI,260365,,,Trade Name,"379 AMHERST ST #146, NASHUA, NH, 03063, USA",,Expired
CREATIVE SERVICES COMPANY-FREELANCE VIDEO PERSONNEL,94420,,,Trade Name,"177 HIGH STREET, SOMERSWORTH, NH, 03878, USA",,Expired
Creative Woodworking By Dennis Anderson,527830,,,Trade Name,"25 Commercial Drive Unit 7B, Brentwood, NH, 03833, USA",,Expired
CREEDS ONLINE WEB STORE,482812,,,Trade Name,"9 Pine St, Somersworth, NH, 03878, USA",,Expired
"CREIGHTON & SON, INC.",1450,"CREIGHTON & SON, INC.",,Foreign Profit Corporation,"123 Washington Ave, Portland, ME, 04101, USA",C T Corporation System,Administratively Suspended
"Cresta & Sons Excavating Co., Inc.",76712,,,Domestic Profit Corporation,"41 Maple Ave, Hampstead, NH, 03841, USA","Cresta, Carmine L",Dissolved
CRETE & SON DRYWALL,227708,,,Trade Name,"187 KELLEY ST, MANCHESTER, NH, 03102, USA",,Expired
"CRETE & SON DRYWALL, INC.",293906,,,Domestic Profit Corporation,"202 CANDIA RD, MANCHESTER, NH, 03109, USA","Crete, Alain",Dissolved
"Crewson Electronics, Inc.",594026,,,Domestic Profit Corporation,"42 Cove Woods Road, Munsonville, NH, 03457, USA","Green, Douglas F, Esq",Admin Dissolution
"Crichton, Brandon, Jackson & Ward, Inc.",535847,"CRICHTON, BRANDON, JACKSON & WARD, INC.",,Foreign Profit Corporation,"3011 Armory Drive S250, Nashville, TN, 37204, USA","3H Agent Services, Inc.",Good Standing
CRIMSON ASSOCIATES,26739,,,Trade Name,"98 YORK STREET, YORK, ME, 03909, USA",,Expired
CRIMSON BUILDERS LLC,488832,,,Domestic Limited Liability Company,"PO BOX 3971, CONCORD, NH, 03302, USA","Blackburn, Eric",Admin Dissolution
CRIMSON CONSTRUCTION COMPANY,112522,,,Trade Name,"27 LOOP ROAD, MERRIMACK, NH, 03054, USA",,Expired
"CRIMSON CONSTRUCTION COMPANY II, INC.",128285,,,Domestic Profit Corporation,"27 LOOP ROAD, MERRRIMACK, NH, 03054, USA","Phillips, Thomas A.",Dissolved
